Date,BITI,BSV,MSTR,TBT
2025-01-30,21.955,77.6,334.79,36.49
2025-01-31,21.99,77.3,347.09,36.0
2025-02-03,22.575,77.4,348.31,35.84
2025-02-04,22.905,77.51,336.7,34.62
2025-02-05,22.985,77.47,325.46,34.6
2025-02-06,23.31,77.33,327.56,35.14
2025-02-07,22.905,77.34,334.62,35.41
2025-02-10,23.42,77.35,319.46,35.81
2025-02-11,22.98,77.19,326.82,36.83
2025-02-12,23.16,77.32,324.92,35.62
2025-02-13,22.92,77.49,337.73,35.25
2025-02-14,23.675,77.42,333.97,36.12
2025-02-18,23.16,77.49,318.67,36.04
2025-02-19,22.57,77.51,323.92,35.77
2025-02-20,23.485,77.65,299.69,34.95
2025-02-21,23.68,77.73,282.76,34.76
2025-02-24,25.13,77.92,250.51,33.57
2025-02-25,26.22,77.95,263.27,33.17
2025-02-26,26.56,77.95,240.05,33.67
2025-02-27,26.28,78.11,255.43,32.88
2025-02-28,25.7,77.98,250.92,32.51
2025-03-03,25.44,78.0,275.15,33.31
2025-03-04,24.39,77.88,308.55,33.89
2025-03-05,24.81,77.9,304.11,34.13
2025-03-06,25.39,77.85,287.18,34.39
2025-03-07,27.76,78.07,239.27,33.63
2025-03-10,26.27,77.95,260.59,34.18
2025-03-11,26.35,77.86,262.55,34.59
2025-03-12,27.24,77.97,263.26,33.99
2025-03-13,25.71,77.88,297.49,34.39
2025-03-14,25.755,77.85,294.27,34.05
2025-03-17,26.46,77.92,283.19,33.93
2025-03-18,25.4,78.04,304.23,33.68
2025-03-19,25.82,78.09,302.07,33.6
2025-03-20,25.895,78.14,304.0,34.05
2025-03-21,24.57,77.96,335.72,34.8
2025-03-24,24.61,78.03,341.81,34.78
2025-03-25,25.06,77.99,329.31,34.96
2025-03-26,24.92,78.04,324.59,35.2
2025-03-27,25.93,78.24,289.41,34.26
2025-03-28,26.33,78.28,288.27,33.65
2025-03-31,25.42,78.11,306.02,33.02
2025-04-01,24.87,78.06,312.54,33.09
2025-04-02,26.325,78.44,282.28,32.7
2025-04-03,25.62,78.46,293.61,32.0
2025-04-04,27.48,78.21,268.14,33.78
2025-04-07,27.99,78.13,237.95,35.26
2025-04-08,25.89,78.04,296.86,35.11
2025-04-09,26.77,77.93,272.34,36.87
2025-04-10,25.315,77.74,299.98,36.53
2025-04-11,25.0,77.98,311.45,36.05
2025-04-14,25.27,78.09,310.72,35.78
2025-04-15,25.19,78.24,311.66,35.35
2025-04-16,25.02,78.25,317.2,36.03
2025-04-17,24.28,78.22,317.76,37.3
2025-04-21,23.17,78.18,343.03,36.86
2025-04-22,22.67,78.13,345.73,36.14
2025-04-23,22.66,78.32,350.34,35.37
2025-04-24,22.24,78.45,368.71,35.02
2025-04-25,22.4,78.58,369.25,34.55
2025-04-28,22.29,78.67,381.45,33.99
2025-04-29,22.59,78.78,380.11,34.41
2025-04-30,21.95,78.34,381.6,34.91
2025-05-01,21.88,78.15,394.37,35.62
2025-05-02,22.51,78.15,386.53,36.1
2025-05-05,22.36,78.23,385.6,35.88
2025-05-06,22.06,78.27,392.48,35.51
2025-05-07,20.9,78.07,414.38,36.3
2025-05-08,20.515,78.1,416.03,36.33
2025-05-09,20.81,77.9,404.9,36.94
2025-05-12,20.18,77.91,421.61,37.32
2025-05-13,20.495,77.78,416.75,37.83
2025-05-14,20.525,78.01,397.03,37.14
2025-05-15,20.34,78.0,399.8,36.94
2025-05-16,20.06,78.07,413.42,37.18
2025-05-19,19.79,78.07,416.92,37.8
2025-05-20,19.51,77.94,402.69,39.06
2025-05-21,19.035,78.02,399.46,38.75
2025-05-22,19.49,78.09,369.51,38.46
2025-05-23,19.27,78.16,372.2,37.39
2025-05-27,19.82,78.1,364.25,37.97
2025-05-28,20.07,78.23,370.63,37.08
2025-05-29,20.29,78.36,369.06,37.11
2025-05-30,20.295,78.05,372.27,37.82
2025-06-02,19.945,78.0,387.43,37.92
2025-06-03,20.215,78.19,378.1,36.74
2025-06-04,20.825,78.09,368.79,36.67
2025-06-05,20.315,77.87,374.47,37.63
2025-06-06,19.48,77.9,392.12,37.59
2025-06-09,19.33,77.93,391.18,37.15
2025-06-10,19.46,78.09,387.11,37.03
2025-06-11,19.825,78.18,379.76,36.12
2025-06-12,20.14,78.11,382.87,36.87
2025-06-13,19.46,78.08,382.25,37.59
2025-06-16,20.195,78.15,375.18,36.69
2025-06-17,20.38,78.19,369.03,36.59
2025-06-18,20.48,78.27,369.7,36.74
2025-06-20,20.51,78.4,367.18,36.46
2025-06-23,20.02,78.54,377.02,36.0
2025-06-24,19.625,78.52,388.67,35.71
2025-06-25,19.685,78.66,386.44,35.32
2025-06-26,19.835,78.6,383.88,35.8
2025-06-27,19.7,78.7,404.23,35.08
2025-06-30,20.1,78.35,373.3,34.99
2025-07-01,19.245,78.34,402.28,35.42
2025-07-02,19.32,78.24,403.99,35.9
2025-07-03,19.57,78.2,395.67,36.61
2025-07-07,19.435,78.16,396.94,36.67
2025-07-08,18.905,78.27,415.41,35.88
2025-07-09,18.645,78.27,421.74,35.93
2025-07-10,17.87,78.22,434.58,36.99
2025-07-11,17.615,78.23,451.02,37.13
2025-07-14,18.13,78.11,442.31,37.66
2025-07-15,17.67,78.26,455.9,37.58
2025-07-16,17.74,78.23,451.34,37.57
2025-07-17,17.985,78.35,423.22,37.46
2025-07-18,18.085,78.43,426.28,36.91
2025-07-21,17.68,78.5,426.4,36.44
2025-07-22,17.83,78.4,412.67,36.81
2025-07-23,17.73,78.35,414.92,36.98
2025-07-24,18.075,78.4,405.89,36.53
2025-07-25,17.905,78.38,403.8,37.02
2025-07-28,18.01,78.49,394.66,35.77
2025-07-29,18.11,78.39,395.04,36.32
2025-07-30,18.135,78.38,401.86,36.11
2025-07-31,18.7,78.6,366.63,35.08
2025-08-01,18.415,78.62,389.24,35.01
2025-08-04,18.615,78.59,375.46,34.72
2025-08-05,18.33,78.62,383.41,35.22
2025-08-06,17.975,78.59,402.01,35.34
2025-08-07,18.155,78.52,395.13,35.59
2025-08-08,17.765,78.54,400.25,35.56
2025-08-11,17.67,78.59,394.39,35.93
2025-08-12,17.19,78.72,389.9,35.31
2025-08-13,17.885,78.62,372.94,35.91
2025-08-14,18.06,78.61,366.32,36.4
2025-08-15,18.165,78.58,363.6,36.66
2025-08-18,18.68,78.65,336.57,36.17
2025-08-19,18.49,78.66,344.37,36.1
2025-08-20,18.835,78.56,337.58,36.43
2025-08-21,18.085,78.8,358.13,35.98
