Date,BSV,SQQQ,TECL,TQQQ,UVXY
2021-01-04,82.89,15.99,381.95,172.41,12.48
2021-01-05,82.79,16.18,376.01,170.0,11.3
2021-01-06,82.75,15.65,383.4,175.5,10.62
2021-01-07,82.75,14.58,408.7,187.57,10.25
2021-01-08,82.73,14.76,397.82,184.87,10.78
2021-01-11,82.69,14.97,398.9,182.03,10.75
2021-01-12,82.73,15.0,395.61,181.6,10.56
2021-01-13,82.78,14.66,404.39,185.73,10.18
2021-01-14,82.78,15.02,389.85,181.07,10.71
2021-01-15,82.75,14.95,386.92,181.65,10.48
2021-01-19,82.79,14.13,401.53,191.65,10.25
2021-01-20,82.79,13.47,422.83,100.34,10.14
2021-01-21,82.82,13.43,428.0,100.44,10.38
2021-01-22,82.83,12.99,443.71,103.87,10.36
2021-01-25,82.8,12.99,443.0,103.8,10.54
2021-01-26,82.84,13.3,431.8,101.17,11.4
2021-01-27,82.83,13.96,421.78,95.94,12.95
2021-01-28,82.8,14.08,414.03,95.0,13.89
2021-01-29,82.79,14.23,403.99,93.75,13.61
2021-02-01,82.75,13.23,431.92,99.93,12.45
2021-02-02,82.73,12.7,440.27,104.0,11.3
2021-02-03,82.7,12.92,440.01,102.13,10.5
2021-02-04,82.73,12.52,456.77,105.18,10.05
2021-02-05,82.74,12.32,455.25,107.05,10.0
2021-02-08,82.74,12.37,459.94,106.54,10.15
2021-02-09,82.76,12.12,467.92,108.72,9.91
2021-02-10,82.78,12.19,468.56,108.19,10.08
2021-02-11,82.75,12.25,472.01,107.48,10.09
2021-02-12,82.69,11.86,487.81,110.91,9.47
2021-02-16,82.66,12.37,464.77,106.25,9.78
2021-02-17,82.68,12.64,449.63,104.05,9.65
2021-02-18,82.7,12.22,466.53,107.64,9.18
2021-02-19,82.65,13.05,439.61,100.49,9.26
2021-02-22,82.62,14.22,406.19,91.75,9.46
2021-02-23,82.6,13.995,413.66,93.33,9.15
2021-02-24,82.48,13.64,429.88,95.67,8.52
2021-02-25,82.31,14.28,407.1,90.41,9.6
2021-02-26,82.35,13.76,421.71,93.45,8.68
2021-03-01,82.41,13.12,44.17,97.59,8.51
2021-03-02,82.36,14.0,41.34,91.32,8.5
2021-03-03,82.35,15.1,38.46,84.05,8.99
2021-03-04,82.2,15.3,37.44,82.42,9.19
2021-03-05,82.18,15.16,38.13,83.26,8.66
2021-03-08,82.13,15.05,37.95,82.51,8.56
2021-03-09,82.17,13.79,40.37,89.22,8.06
2021-03-10,82.24,13.78,40.22,89.15,8.04
2021-03-11,82.19,14.03,39.61,87.05,8.16
2021-03-12,82.16,13.79,40.28,88.86,7.67
2021-03-15,82.2,13.09,42.32,93.43,7.03
2021-03-16,82.2,13.55,41.31,90.19,7.16
2021-03-17,82.18,13.65,40.66,89.64,6.8
2021-03-18,82.15,14.22,38.78,85.27,7.06
2021-03-19,82.22,13.7,39.02,88.44,6.6
2021-03-22,82.24,13.14,40.9,91.91,6.11
2021-03-23,82.24,13.25,40.59,91.04,6.28
2021-03-24,82.28,14.36,37.39,83.54,6.62
2021-03-25,82.26,14.22,38.3,84.68,6.1
2021-03-26,82.27,13.6,40.98,88.32,6.11
2021-03-29,82.19,13.8,39.81,86.95,6.1
2021-03-30,82.2,13.51,40.38,88.81,5.63
2021-03-31,82.16,12.655,42.76,94.58,5.52
2021-04-01,82.06,12.13,44.68,98.3,5.12
2021-04-05,82.1,11.73,46.27,101.34,5.17
2021-04-06,82.2,11.77,45.83,100.99,5.18
2021-04-07,82.21,11.34,47.99,104.92,4.87
2021-04-08,82.2,11.43,48.11,104.0,4.93
2021-04-09,82.18,11.17,49.69,106.15,4.9
2021-04-12,82.18,10.96,50.01,108.31,4.74
2021-04-13,82.21,10.7,50.7,110.91,4.72
2021-04-14,82.24,10.81,50.48,109.44,4.67
2021-04-15,82.22,10.57,51.92,111.73,4.61
2021-04-16,82.23,10.72,51.02,110.17,4.55
2021-04-19,82.27,10.92,50.01,108.12,4.83
2021-04-20,82.3,11.23,48.7,105.0,4.94
2021-04-21,82.31,10.85,50.26,108.49,4.48
2021-04-22,82.32,11.11,49.01,105.77,4.86
2021-04-23,82.31,10.73,50.89,109.47,4.57
2021-04-26,82.28,10.52,52.0,111.53,4.55
2021-04-27,82.27,10.72,50.55,109.34,4.42
2021-04-28,82.24,10.49,51.17,112.0,4.29
2021-04-29,82.29,10.94,48.23,107.29,4.5
2021-04-30,82.22,10.79,48.36,108.66,4.47
2021-05-03,82.27,11.35,46.17,103.1,4.56
2021-05-04,82.26,11.43,45.7,102.07,4.52
2021-05-05,82.3,11.82,44.4,98.89,4.48
2021-05-06,82.33,11.22,47.07,104.04,4.43
2021-05-07,82.35,11.37,46.28,102.51,4.03
2021-05-10,82.33,12.8,40.77,90.31,4.69
2021-05-11,82.22,12.73,41.0,90.97,5.07
2021-05-12,82.25,12.68,40.61,90.76,5.54
2021-05-13,82.3,12.37,42.3,92.95,4.78
2021-05-14,82.3,12.09,42.81,94.43,4.38
2021-05-17,82.31,12.02,43.03,95.22,4.38
2021-05-18,82.32,13.04,39.64,87.55,5.02
2021-05-19,82.3,12.16,42.53,94.1,4.68
2021-05-20,82.32,11.45,45.11,99.7,4.38
2021-05-21,82.32,11.56,44.98,98.61,4.27
2021-05-24,82.33,11.07,46.83,102.81,4.07
2021-05-25,82.36,11.1,46.35,102.39,40.05
2021-05-26,82.37,11.1,45.94,102.4,37.4
2021-05-27,82.36,11.05,46.03,102.8,34.75
2021-05-28,82.32,10.94,46.53,103.89,34.7
2021-06-01,82.31,11.14,45.37,101.8,36.68
2021-06-02,82.28,11.4,44.97,99.47,37.56
2021-06-03,82.3,11.26,45.59,100.74,35.2
2021-06-04,82.31,10.93,47.18,103.4,33.91
2021-06-07,82.33,10.61,48.0,106.51,32.65
2021-06-08,82.4,10.62,47.97,106.38,33.16
2021-06-09,82.36,10.72,47.62,105.38,33.13
2021-06-10,82.44,10.41,48.65,108.42,30.6
2021-06-11,82.38,10.3,49.49,109.56,29.95
2021-06-14,82.31,10.07,50.55,112.05,30.72
2021-06-15,82.3,10.19,50.01,110.65,30.9
2021-06-16,82.15,10.45,48.6,107.93,32.04
2021-06-17,82.1,10.09,50.06,111.62,33.86
2021-06-18,82.1,10.15,49.5,110.66,33.96
2021-06-21,82.1,10.01,50.92,112.44,32.83
2021-06-22,82.17,9.71,52.42,115.61,29.41
2021-06-23,82.15,9.52,53.14,117.82,28.0
2021-06-24,82.1,9.46,53.28,118.59,28.1
2021-06-25,82.12,9.45,53.54,118.84,27.22
2021-06-28,82.13,9.23,54.56,121.56,27.22
2021-06-29,82.18,9.13,55.54,122.86,28.68
2021-06-30,82.09,9.17,55.35,122.04,27.45
2021-07-01,82.1,8.99,56.67,124.72,26.28
2021-07-02,82.13,8.78,58.46,127.53,26.78
2021-07-06,82.16,8.54,59.84,130.86,27.64
2021-07-07,82.25,9.03,56.72,123.34,31.84
2021-07-08,82.25,8.86,57.77,126.35,29.49
2021-07-09,82.23,8.53,60.2,130.99,27.9
2021-07-12,82.16,8.58,59.41,130.41,27.55
2021-07-13,82.17,8.37,61.93,133.4,27.01
2021-07-14,82.22,8.49,61.57,131.4,28.09
2021-07-15,82.14,8.6,60.68,129.69,26.77
2021-07-16,82.29,9.16,56.3,121.74,31.78
2021-07-19,82.4,9.01,56.88,123.54,35.11
2021-07-20,82.29,8.81,58.5,126.33,30.04
2021-07-21,82.26,8.57,60.59,129.85,28.39
2021-07-22,82.27,8.31,62.28,133.72,27.94
2021-07-23,82.31,8.16,62.89,135.9,29.17
2021-07-26,82.36,8.11,63.05,136.83,28.9
2021-07-27,82.35,8.29,61.58,133.83,28.95
2021-07-28,82.33,8.3,61.12,133.71,27.99
2021-07-29,82.35,8.49,60.86,130.32,28.93
2021-07-30,82.36,8.23,62.76,134.61,28.0
2021-08-02,82.39,8.3,61.55,133.52,29.47
2021-08-03,82.44,8.2,62.41,135.0,28.66
2021-08-04,82.3,8.09,63.17,136.64,27.44
2021-08-05,82.2,8.08,63.2,136.93,26.5
2021-08-06,82.21,8.09,63.92,137.13,25.73
2021-08-09,82.16,8.03,63.39,137.77,24.96
2021-08-10,82.13,8.11,62.34,136.51,24.36
2021-08-11,82.1,8.26,61.49,133.72,23.89
2021-08-12,82.15,8.11,62.9,136.2,22.55
2021-08-13,82.23,8.13,63.27,136.01,23.91
2021-08-16,82.2,8.23,63.45,134.05,24.17
2021-08-17,82.19,8.3,62.51,132.98,24.79
2021-08-18,82.17,8.64,59.38,127.72,28.6
2021-08-19,82.2,8.29,62.99,133.1,27.39
2021-08-20,82.14,8.03,65.11,137.09,23.85
2021-08-23,82.18,7.69,67.37,142.76,23.43
2021-08-24,82.14,7.65,67.38,143.47,23.41
2021-08-25,82.11,7.69,66.47,142.79,23.19
2021-08-26,82.1,7.76,65.54,141.65,23.52
2021-08-27,82.19,7.52,67.96,145.95,21.96
2021-08-30,82.25,7.3,69.7,150.3,22.18
2021-08-31,82.19,7.26,69.13,150.95,21.61
2021-09-01,82.18,7.22,69.23,151.92,20.64
2021-09-02,82.18,7.34,68.13,149.21,21.5
2021-09-03,82.15,7.23,69.27,151.58,21.39
2021-09-07,82.18,7.21,69.09,151.71,22.5
2021-09-08,82.16,7.27,68.44,150.69,22.13
2021-09-09,82.17,7.25,68.6,151.0,21.41
2021-09-10,82.13,7.38,66.93,148.34,22.33
2021-09-13,82.19,7.43,66.42,147.13,22.04
2021-09-14,82.15,7.57,65.98,144.55,22.49
2021-09-15,82.11,7.5,66.33,145.87,21.91
2021-09-16,82.09,7.45,66.59,146.53,21.56
2021-09-17,82.1,8.06,61.15,135.44,26.26
2021-09-20,82.15,8.03,61.56,135.6,26.03
2021-09-21,82.13,8.05,61.61,134.95,24.88
2021-09-22,82.04,7.815,63.96,138.88,22.63
2021-09-23,82.0,7.82,64.32,138.7,22.25
2021-09-24,81.93,7.84,63.98,138.09,20.65
2021-09-27,81.92,8.15,61.3,133.0,22.08
2021-09-28,81.92,8.4,58.88,128.01,23.8
2021-09-29,81.91,8.43,58.89,127.75,23.63
2021-09-30,81.93,8.58,57.22,125.2,23.78
2021-10-01,81.95,8.6,58.19,125.04,23.28
2021-10-04,81.93,8.92,55.24,120.0,23.86
2021-10-05,81.87,8.89,55.49,120.1,23.5
2021-10-06,81.85,8.24,60.01,129.42,21.83
2021-10-07,81.82,8.15,60.85,130.72,20.85
2021-10-08,81.71,8.47,58.61,125.84,20.89
2021-10-11,81.6,8.46,59.19,126.05,20.51
2021-10-12,81.69,8.47,58.29,125.75,20.17
2021-10-13,81.73,8.17,60.43,130.21,18.85
2021-10-14,81.67,7.88,63.27,134.83,17.92
2021-10-15,81.53,7.89,62.94,134.27,18.56
2021-10-18,81.54,7.51,66.16,141.2,17.45
2021-10-19,81.56,7.39,67.77,143.5,17.42
2021-10-20,81.5,7.48,66.4,141.49,17.3
2021-10-21,81.42,7.38,67.67,143.43,16.34
2021-10-22,81.44,7.4,67.74,142.96,16.59
2021-10-25,81.48,7.12,69.12,148.39,15.78
2021-10-26,81.49,7.15,68.69,147.62,16.44
2021-10-27,81.43,7.02,69.29,150.24,16.66
2021-10-28,81.38,7.07,68.09,149.13,16.92
2021-10-29,81.35,6.77,71.15,155.87,16.26
2021-11-01,81.42,6.75,71.1,156.08,16.07
2021-11-02,81.46,6.62,72.95,159.38,15.51
2021-11-03,81.5,6.37,74.77,165.45,14.41
2021-11-04,81.6,6.09,78.99,172.4,14.72
2021-11-05,81.59,6.17,79.44,170.74,15.4
2021-11-08,81.61,6.14,80.26,171.5,15.98
2021-11-09,81.44,6.46,77.0,162.62,16.71
2021-11-10,81.28,6.43,76.45,162.9,16.08
2021-11-11,81.33,6.47,76.78,161.77,15.69
2021-11-12,81.29,6.27,79.68,166.91,14.98
2021-11-15,81.2,6.36,78.26,164.54,15.15
2021-11-16,81.24,6.19,80.44,169.28,15.01
2021-11-17,81.24,6.1,81.7,171.72,15.18
2021-11-18,81.37,5.93,83.68,176.52,15.71
2021-11-19,81.18,5.82,85.68,179.35,15.41
2021-11-22,81.09,6.14,80.59,169.39,16.33
2021-11-23,81.02,6.31,79.68,165.37,16.36
2021-11-24,81.17,6.26,79.28,166.49,18.2
2021-11-26,81.2,6.24,79.85,166.35,18.03
2021-11-29,81.42,6.08,81.33,169.6,18.25
2021-11-30,81.17,6.08,82.99,169.13,18.31
2021-12-01,81.2,6.71,74.91,152.85,21.74
2021-12-02,81.06,6.42,79.69,160.09,20.5
2021-12-03,81.22,6.81,75.63,150.59,22.26
2021-12-06,81.06,6.31,81.79,162.0,18.96
2021-12-07,81.02,6.04,85.37,167.96,17.08
2021-12-08,81.05,6.03,85.5,168.19,15.82
2021-12-09,81.05,6.11,85.97,165.9,15.27
2021-12-10,81.08,6.03,88.81,167.6,15.1
2021-12-13,81.06,6.53,81.31,154.19,16.58
2021-12-14,81.01,6.51,80.49,154.86,16.37
2021-12-15,81.11,6.0,87.84,167.17,14.09
2021-12-16,81.21,6.71,76.54,148.7,16.3
2021-12-17,81.22,6.88,74.04,145.0,18.33
2021-12-20,81.24,6.61,77.44,150.21,16.14
2021-12-21,81.13,6.37,80.24,155.54,15.7
2021-12-22,80.84,6.1,84.06,162.35,14.18
2021-12-23,80.81,5.91,86.0,167.03,13.96
2021-12-27,80.81,5.63,90.98,174.98,13.53
2021-12-28,80.81,5.74,89.08,171.36,13.1
2021-12-29,80.79,5.76,89.29,170.89,12.5
2021-12-30,80.84,5.83,87.22,168.73,12.54
2021-12-31,80.68,5.87,86.45,167.78,12.16
2022-01-03,80.64,5.72,89.22,171.81,11.67
2022-01-04,80.68,6.04,84.12,162.22,11.9
2022-01-05,80.5,6.62,76.0,146.9,13.18
2022-01-06,80.44,6.54,76.57,148.78,13.2
2022-01-07,80.37,7.01,71.3,138.36,13.42
2022-01-10,80.28,6.76,74.06,143.55,12.56
2022-01-11,80.4,6.3,79.18,154.01,11.45
2022-01-12,80.37,31.36,79.18,77.24,11.45
2022-01-13,80.37,34.85,70.85,69.07,13.2
2022-01-14,80.16,35.06,70.97,68.56,13.09
2022-01-18,80.12,35.49,69.4,67.32,13.25
2022-01-19,80.13,36.16,67.56,66.01,13.68
2022-01-20,80.34,39.42,62.76,60.48,15.53
2022-01-21,80.28,44.04,56.35,53.56,19.24
2022-01-24,80.26,43.62,56.91,54.15,19.63
2022-01-25,80.23,41.09,61.22,56.99,16.76
2022-01-26,79.99,42.45,60.04,55.39,17.09
2022-01-27,79.95,44.87,58.23,52.43,18.23
2022-01-28,79.96,40.85,63.52,57.0,17.19
2022-01-31,79.95,36.92,68.6,62.45,14.82
2022-02-01,79.98,35.29,69.39,65.27,13.42
2022-02-02,79.99,38.53,67.29,59.24,14.36
2022-02-03,79.7,39.74,63.03,56.92,15.21
2022-02-04,79.63,38.2,65.31,59.18,14.17
2022-02-07,79.61,39.82,63.01,56.76,13.85
2022-02-08,79.55,36.6,68.8,61.61,12.52
2022-02-09,79.34,37.79,66.31,59.35,13.28
2022-02-10,79.23,38.06,65.06,58.76,14.01
2022-02-11,79.2,41.87,58.3,52.87,16.97
2022-02-14,79.16,39.58,61.35,55.87,15.15
2022-02-15,79.2,39.19,62.12,56.2,15.21
2022-02-16,79.3,39.56,61.38,55.68,15.18
2022-02-17,79.38,41.53,58.26,52.61,16.675
2022-02-18,79.29,44.5,54.0,49.03,17.35
2022-02-22,79.21,43.41,55.74,50.25,16.15
2022-02-23,79.33,52.79,44.75,40.68,21.32
2022-02-24,79.21,42.88,55.72,50.0,17.18
2022-02-25,79.46,42.4,55.74,50.39,18.23
2022-02-28,79.63,41.25,56.87,51.86,18.22
2022-03-01,79.53,42.01,54.8,50.7,20.0
2022-03-02,79.34,39.6,58.89,53.76,18.13
2022-03-03,79.42,43.1,53.82,49.25,20.2
2022-03-04,79.37,44.15,51.98,48.04,19.99
2022-03-07,79.16,49.43,46.25,42.37,22.18
2022-03-08,78.98,45.8,49.75,45.41,20.34
2022-03-09,78.91,46.02,48.42,44.87,21.18
2022-03-10,78.84,44.5,50.05,46.37,18.49
2022-03-11,78.61,49.19,45.35,41.88,19.83
2022-03-14,78.61,50.03,44.59,40.88,20.57
2022-03-15,78.46,44.91,49.65,45.28,18.83
2022-03-16,78.42,42.16,51.64,47.61,17.06
2022-03-17,78.46,40.51,53.3,49.54,17.0
2022-03-18,78.35,37.67,56.01,52.95,15.34
2022-03-21,78.0,37.53,56.75,53.14,14.7
2022-03-22,78.09,36.4,57.37,54.52,15.3
2022-03-23,77.91,36.42,57.19,54.45,14.63
2022-03-24,77.95,34.6,60.87,57.06,14.0
2022-03-25,77.69,34.68,59.74,56.93,13.77
2022-03-28,77.75,31.95,65.01,61.45,12.71
2022-03-29,77.8,31.84,65.73,61.83,12.47
2022-03-30,77.93,32.33,63.97,60.67,12.64
2022-03-31,77.56,33.51,61.4,58.44,13.13
2022-04-01,77.63,33.52,61.02,58.39,12.6
2022-04-04,77.61,32.1,63.4,60.84,12.0
2022-04-05,77.32,35.36,56.94,54.74,13.89
2022-04-06,77.5,36.32,54.75,53.17,13.82
2022-04-07,77.31,36.3,55.26,53.23,13.35
2022-04-08,77.24,38.65,51.75,49.81,13.54
2022-04-11,77.49,38.15,51.61,50.11,13.68
2022-04-12,77.63,40.3,49.05,47.59,14.48
2022-04-13,77.52,37.91,51.57,50.43,12.64
2022-04-14,77.4,40.92,46.71,46.52,13.56
2022-04-18,77.25,40.65,47.73,46.77,13.07
2022-04-19,77.14,37.46,52.3,50.6,11.83
2022-04-20,76.9,37.99,51.99,49.68,11.39
2022-04-21,76.82,41.84,47.93,45.0,13.07
2022-04-22,77.2,45.88,43.38,40.83,15.74
2022-04-25,77.29,44.3,44.74,42.21,15.27
2022-04-26,77.48,48.2,42.16,38.2,17.23
2022-04-27,77.28,46.13,44.74,39.84,16.4
2022-04-28,77.0,45.08,46.2,40.37,16.74
2022-04-29,76.9,49.37,41.81,36.25,18.38
2022-05-02,76.87,46.72,43.75,38.19,17.49
2022-05-03,76.82,46.3,44.37,38.52,15.96
2022-05-04,76.99,43.59,46.37,40.44,14.57
2022-05-05,76.67,49.04,40.44,35.09,18.14
2022-05-06,76.97,52.64,38.14,32.59,18.57
2022-05-09,77.1,51.58,38.31,32.73,18.02
2022-05-10,76.86,54.94,36.39,30.86,18.62
2022-05-11,77.25,61.19,32.36,27.45,18.75
2022-05-12,77.22,56.03,34.15,29.9,16.78
2022-05-13,77.22,53.22,35.24,31.11,15.97
2022-05-16,77.14,50.84,37.3,32.45,14.42
2022-05-17,77.03,52.2,36.63,31.43,15.0
2022-05-18,77.32,58.46,32.15,27.53,18.15
2022-05-19,77.31,56.03,33.11,28.67,15.22
2022-05-20,77.36,58.01,32.35,27.69,15.57
2022-05-23,77.28,58.92,32.83,27.13,16.13
2022-05-24,77.57,60.37,32.0,26.44,16.16
2022-05-25,77.62,57.33,33.23,27.79,15.08
2022-05-26,77.71,50.43,37.36,31.33,14.55
2022-05-27,77.56,47.06,39.49,33.33,14.61
2022-05-31,77.41,46.37,40.3,33.75,13.57
2022-06-01,77.34,48.94,37.86,31.95,13.77
2022-06-02,77.16,46.8,39.14,33.09,13.62
2022-06-03,77.14,45.72,39.91,33.65,13.06
2022-06-06,77.05,49.15,37.31,31.37,13.7
2022-06-07,76.97,46.59,39.5,33.08,12.89
2022-06-08,76.9,48.05,37.7,32.06,13.0
2022-06-09,76.67,54.02,33.52,28.24,14.38
2022-06-10,76.04,61.82,28.48,24.28,16.59
2022-06-13,75.68,62.6,27.83,23.64,17.55
2022-06-14,75.88,61.48,28.69,24.07,16.38
2022-06-15,75.84,63.8,27.15,22.99,16.72
2022-06-16,76.26,65.77,25.88,22.08,16.87
2022-06-17,76.05,60.72,27.85,23.83,15.3
2022-06-21,76.39,60.92,27.64,23.65,16.15
2022-06-22,76.5,57.8,28.9,24.97,14.66
2022-06-23,76.46,54.99,30.46,26.11,14.4
2022-06-24,76.45,50.19,32.99,28.35,14.22
2022-06-27,76.35,51.74,32.14,27.48,13.48
2022-06-28,76.39,56.89,28.9,24.77,14.4
2022-06-29,76.71,58.6,28.13,24.01,14.81
2022-06-30,76.94,59.63,27.6,23.59,14.76
2022-07-01,77.35,59.95,27.08,23.42,14.75
2022-07-05,77.18,54.42,29.46,25.77,14.04
2022-07-06,76.88,53.09,30.54,26.42,13.51
2022-07-07,76.64,51.72,30.86,26.97,13.47
2022-07-08,76.71,51.35,31.06,27.18,13.33
2022-07-11,76.83,52.58,30.91,26.41,13.56
2022-07-12,76.54,57.97,27.64,23.85,14.26
2022-07-13,76.45,56.7,28.32,24.48,14.04
2022-07-14,76.55,52.5,30.83,26.27,13.09
2022-07-15,76.65,50.08,32.38,27.63,12.32
2022-07-18,76.62,50.77,31.63,27.2,12.57
2022-07-19,76.65,47.84,33.34,28.68,12.55
2022-07-20,76.57,45.53,35.08,30.04,12.22
2022-07-21,77.09,44.19,36.38,30.91,11.79
2022-07-22,77.04,46.06,34.84,29.53,11.69
2022-07-25,77.11,47.79,34.12,28.44,11.69
2022-07-26,77.04,47.17,34.15,28.65,11.5
2022-07-27,77.49,43.52,36.82,30.7,11.13
2022-07-28,77.42,41.44,38.86,32.16,10.42
2022-07-29,77.38,40.5,39.09,32.79,10.6
2022-08-01,77.41,40.89,38.86,32.48,11.05
2022-08-02,77.04,39.57,39.58,33.56,10.69
2022-08-03,77.16,36.98,42.07,35.69,10.33
2022-08-04,76.81,38.29,40.56,34.42,10.58
2022-08-05,76.84,37.07,42.4,35.59,9.89
2022-08-08,76.77,38.54,40.23,34.21,10.12
2022-08-09,77.0,36.26,42.79,36.15,9.5
2022-08-10,76.96,35.0,44.17,37.37,9.12
2022-08-11,76.95,35.64,43.6,36.67,9.17
2022-08-12,77.0,34.62,44.56,37.67,9.3
2022-08-15,76.99,33.76,45.57,38.56,8.94
2022-08-16,76.75,34.7,44.6,37.47,9.14
2022-08-17,76.78,34.94,44.76,37.24,8.95
2022-08-18,76.66,35.64,44.42,36.45,9.02
2022-08-19,76.66,38.24,41.01,33.87,9.97
2022-08-22,76.54,39.69,39.17,32.43,10.21
2022-08-23,76.53,39.88,38.93,32.28,9.92
2022-08-24,76.51,38.63,39.49,33.31,9.39
2022-08-25,76.51,37.37,41.01,34.37,9.14
2022-08-26,76.45,43.11,34.63,29.34,10.62
2022-08-29,76.36,43.3,33.89,29.17,10.25
2022-08-31,76.01,46.64,31.3,27.05,10.52
2022-09-01,76.19,43.95,32.83,28.65,9.615
2022-09-02,76.16,47.03,30.7,26.75,9.95
2022-09-06,76.13,48.1,30.19,26.18,10.64
2022-09-07,76.17,46.48,30.68,26.97,10.01
2022-09-08,76.16,43.64,32.58,28.7,9.28
2022-09-09,76.12,41.2,34.32,30.3,9.08
2022-09-12,75.76,43.85,32.23,28.17,9.89
2022-09-13,75.66,46.45,30.0,26.09,10.48
2022-09-14,75.62,46.77,29.08,25.9,10.5
2022-09-15,75.56,50.0,26.93,24.2,10.83
2022-09-16,75.49,50.45,26.53,23.95,10.69
2022-09-19,75.45,49.16,27.19,24.54,10.25
2022-09-20,75.42,48.6,27.92,24.85,10.22
2022-09-21,75.22,52.68,25.78,22.82,10.78
2022-09-22,75.17,55.17,24.67,21.81,11.23
2022-09-23,74.85,56.64,24.13,21.18,12.22
2022-09-26,74.67,54.85,24.97,21.82,11.98
2022-09-27,74.81,56.97,23.5,21.06,12.61
2022-09-28,74.85,56.0,23.65,21.32,12.43
2022-09-29,74.95,58.9,22.54,20.12,12.6
2022-09-30,74.94,59.98,22.0,19.71,12.32
2022-10-03,75.05,53.45,24.96,21.92,11.29
2022-10-04,74.99,53.77,24.68,21.65,11.63
2022-10-05,74.99,52.28,25.79,22.3,11.35
2022-10-06,74.62,55.79,23.8,20.86,12.2
2022-10-07,74.63,58.92,22.23,19.54,12.79
2022-10-10,74.57,62.05,20.72,18.5,13.28
2022-10-11,74.52,62.94,20.21,18.25,13.37
2022-10-12,74.26,68.92,18.35,16.5,13.59
2022-10-13,74.58,57.42,22.41,19.87,12.33
2022-10-14,74.47,59.64,21.39,18.82,12.52
2022-10-17,74.47,53.12,23.43,20.92,12.21
2022-10-18,74.29,57.64,21.69,19.38,12.36
2022-10-19,74.17,57.8,22.1,19.31,12.26
2022-10-20,74.17,58.96,21.86,18.96,12.03
2022-10-21,74.25,53.78,24.27,20.69,11.85
2022-10-24,74.5,51.64,25.19,21.5,11.81
2022-10-25,74.58,52.08,24.37,21.16,11.23
2022-10-26,74.74,52.77,24.84,20.86,10.6
2022-10-27,74.68,55.6,24.09,19.73,10.39
2022-10-28,74.59,51.32,25.97,21.18,10.14
2022-10-31,74.65,49.86,26.64,21.78,9.62
2022-11-01,74.41,53.53,25.0,20.28,9.76
2022-11-02,74.12,61.02,21.45,17.61,10.2
2022-11-03,74.25,58.83,21.65,18.15,9.37
2022-11-04,74.26,58.84,21.66,18.17,9.44
2022-11-07,74.25,56.58,23.23,18.86,9.23
2022-11-08,74.33,57.6,22.59,18.48,9.79
2022-11-09,74.8,51.58,24.67,20.15,9.3
2022-11-10,75.02,46.97,26.63,21.47,9.48
2022-11-11,75.08,45.33,27.42,22.2,9.24
2022-11-14,75.22,42.24,29.16,23.68,8.86
2022-11-15,75.32,44.67,27.68,22.45,9.2
2022-11-16,75.17,47.72,25.87,20.93,9.34
2022-11-17,75.14,44.33,28.17,22.56,8.75
2022-11-18,75.1,46.52,26.8,21.54,8.75
2022-11-21,75.12,46.86,26.76,21.37,8.25
2022-11-22,75.13,45.27,27.82,22.07,7.96
2022-11-23,75.31,44.67,28.15,22.34,7.78
2022-11-25,75.27,45.84,27.22,21.75,7.98
2022-11-28,75.2,46.71,26.28,21.31,8.08
2022-11-29,75.12,47.82,25.57,20.84,7.97
2022-11-30,75.46,41.2,29.51,23.72,7.49
2022-12-01,75.46,43.49,27.94,22.46,7.57
2022-12-02,75.59,42.72,28.36,22.9,7.27
2022-12-05,75.45,43.98,27.48,22.17,7.24
2022-12-06,75.55,47.29,25.42,20.53,7.7
2022-12-07,75.56,46.58,25.88,20.86,7.76
2022-12-08,75.56,46.14,26.25,21.04,7.6
2022-12-09,75.54,46.43,26.3,20.9,7.78
2022-12-12,75.84,39.49,31.0,24.22,7.08
2022-12-13,75.81,43.59,28.64,22.22,7.22
2022-12-14,75.81,46.35,26.71,20.83,7.08
2022-12-15,75.67,49.5,24.5,19.36,7.77
2022-12-16,75.77,50.18,24.07,19.08,7.49
2022-12-19,75.57,53.14,22.46,18.01,7.3
2022-12-20,75.73,51.91,23.32,18.42,6.95
2022-12-21,75.61,52.01,23.19,18.2,6.88
2022-12-22,75.41,54.73,21.84,17.23,7.32
2022-12-23,75.37,53.86,22.13,17.48,7.05
2022-12-27,75.34,56.1,21.54,16.76,6.94
2022-12-28,75.35,56.18,21.17,16.68,6.85
2022-12-29,75.27,55.78,21.47,16.75,7.0
2022-12-30,75.41,52.56,22.84,17.75,6.77
2023-01-03,75.54,53.81,21.82,17.33,6.71
2023-01-04,75.31,55.6,21.33,16.79,6.62
2023-01-05,75.47,55.8,20.92,16.7,6.41
2023-01-06,75.81,51.01,22.67,18.13,6.29
2023-01-09,75.81,51.99,22.75,17.8,6.43
2023-01-10,75.89,49.32,23.55,18.73,5.94
2023-01-11,76.02,47.21,24.66,19.55,5.87
2023-01-12,76.12,48.06,24.37,19.16,5.64
2023-01-13,76.03,45.92,25.18,20.09,5.5
2023-01-17,76.34,44.72,26.04,20.6,5.35
2023-01-18,76.3,48.37,23.98,19.0,5.95
2023-01-19,76.19,48.12,24.13,19.15,5.7
2023-01-20,76.13,44.39,25.95,20.57,5.46
2023-01-23,76.11,42.54,26.97,21.4,5.46
2023-01-24,76.18,44.22,25.91,20.48,5.33
