Date,ALTY,BIL,BND,BOXX,BSV,BTAL,CLSE,CTA,FTLS,FXE,KMLM,NVDA,NVDX,PSQ,QAI,QLD,QQQ,ROM,SGOV,SH,SHV,SOXL,SPUU,SPXL,SPXS,SPY,SQQQ,SSO,SVIX,SVXY,TBF,TECL,TLT,TMF,TMV,TQQQ,UDN,UPRO,USDU,UST,UUP,VBF,VIXM,VIXY,VTI,VXX,XLK,XLP
2024-05-07,11.27,91.51,71.42,107.04,76.24,19.03,20.51,27.27,60.23,99.25,29.6,89.4474,93.92,44.72,30.74,84.12,437.73,57.3,100.4,12.14,110.14,39.12,118.57,125.61,9.24,515.3,10.91,74.56,42.97,57.38,24.32,72.79,90.33,47.39,38.075,57.51,17.85,66.13,26.64,41.54,28.8,15.48,14.74,12.33,255.48,12.41,203.53,76.75
2024-05-08,11.19,91.55,71.4,107.1,76.25,19.07,20.85,27.05,60.63,99.3,29.67,90.493,96.23,44.47,30.78,85.12,440.29,57.77,100.45,12.09,110.19,40.4,119.52,127.02,9.14,517.34,10.73,75.13,43.26,57.66,24.45,73.73,89.87,46.67,38.72,58.49,17.87,66.89,26.6,41.42,28.78,15.47,14.605,12.22,256.3,12.29,204.51,76.59
2024-05-09,11.39,91.56,71.46,107.08,76.26,18.92,20.85,27.19,60.96,99.48,29.56,90.2691,95.54,44.28,30.81,85.95,442.54,58.31,100.47,12.0,110.21,41.15,121.48,130.22,8.91,521.79,10.58,76.41,43.46,57.91,24.33,75.0,90.28,47.25,38.18,59.36,17.9,68.58,26.54,41.55,28.73,15.48,14.5,12.12,258.67,12.22,205.72,77.17
2024-05-10,11.45,91.57,71.53,107.13,76.24,19.03,20.92,27.5,60.84,99.73,29.72,90.442,95.79,44.13,30.68,86.48,443.96,59.11,100.48,11.99,110.23,41.62,121.85,130.71,8.89,522.54,10.47,76.58,44.19,58.32,24.28,76.41,90.55,47.7,37.85,59.92,17.95,68.84,26.55,41.69,28.69,15.48,14.44,11.97,259.08,12.04,207.05,77.77
2024-05-13,11.36,91.6,71.63,107.15,76.26,18.82,20.62,27.6,60.87,99.9,29.7,89.5634,93.98,44.29,30.85,85.92,442.72,59.0,100.49,12.02,110.24,41.18,121.11,129.6,8.97,521.01,10.57,76.15,43.48,57.88,24.23,75.67,90.65,47.82,37.74,59.39,17.95,68.26,26.56,41.63,28.69,15.49,14.51,12.1,258.23,12.19,206.44,77.47
2024-05-14,11.35,91.61,72.02,107.15,76.47,18.45,20.73,27.5,61.32,100.24,29.47,92.4352,100.0,43.72,30.95,88.2,448.54,60.6,100.5,11.92,110.25,44.67,123.35,133.15,8.73,525.83,10.17,77.53,45.2,59.0,23.94,79.22,91.87,49.76,36.26,61.68,18.03,70.11,26.43,42.26,28.56,15.48,14.17,11.65,260.85,11.76,209.58,77.05
2024-05-15,11.46,91.65,72.13,107.17,76.51,18.48,20.9,27.48,61.45,100.33,29.26,94.8722,105.33,43.32,30.96,89.82,452.76,62.82,100.55,11.83,110.3,47.01,125.19,136.0,8.53,529.86,9.9,78.69,46.07,59.51,23.79,83.2,92.4,50.54,35.68,63.34,18.07,71.64,26.4,42.29,28.56,15.57,14.05,11.44,262.68,11.52,213.13,78.0
2024-05-16,11.56,91.66,71.92,107.22,76.44,18.69,20.81,27.75,61.13,100.23,29.56,94.3314,104.36,43.39,31.0,89.61,452.14,62.67,100.57,11.86,110.32,47.13,124.64,135.1,8.6,528.75,9.94,78.36,46.05,59.6,24.0,82.79,91.64,49.29,36.57,63.11,18.05,71.21,26.44,42.03,28.61,15.56,14.06,11.44,262.15,11.5,212.78,78.31
2024-05-17,11.48,91.67,71.77,107.21,76.38,18.67,20.8,28.02,61.08,100.34,29.77,93.7127,102.26,43.42,31.05,89.47,451.97,61.98,100.58,11.85,110.33,45.94,124.97,135.69,8.56,529.61,9.96,78.55,46.7,59.96,24.16,81.54,91.08,48.34,37.32,63.01,18.07,71.45,26.43,41.87,28.58,15.54,13.84,11.3,262.43,11.37,212.03,78.19
2024-05-20,11.34,91.69,71.93,107.24,76.43,18.82,20.86,28.1,61.08,100.32,29.43,93.5618,101.86,43.32,31.04,89.87,452.94,62.87,100.59,11.85,110.35,46.66,124.82,135.41,8.58,529.33,9.9,78.44,46.59,59.9,23.99,83.19,91.73,49.34,36.5,63.38,18.08,71.3,26.42,42.11,28.61,15.56,13.92,11.36,262.2,11.4,213.52,77.88
2024-05-21,11.36,91.7,71.74,107.25,76.37,18.9,21.05,28.18,61.12,100.13,29.34,95.421,106.25,43.05,30.94,91.09,456.1,63.87,100.61,11.82,110.36,49.26,125.35,136.49,8.51,530.69,9.71,78.87,47.15,60.39,24.12,85.3,91.27,48.6,37.08,64.67,18.04,71.87,26.5,41.67,28.65,15.72,13.87,11.17,262.86,11.23,215.18,77.6
2024-05-22,11.42,91.75,71.82,107.29,76.34,18.76,21.06,28.12,61.3,100.32,28.99,101.9874,120.09,42.66,30.96,92.81,460.55,65.0,100.66,11.79,110.42,53.08,126.41,138.08,8.42,532.9,9.44,79.48,47.24,60.5,24.02,88.0,91.8,49.39,36.48,66.5,18.01,72.69,26.5,41.82,28.63,15.8,13.87,11.1,263.86,11.2,217.54,77.58
2024-05-23,11.38,91.76,71.57,107.33,76.26,19.18,21.07,27.72,61.03,100.25,29.2,104.4074,126.01,43.17,30.86,90.67,455.28,63.09,100.68,11.9,110.44,49.78,123.93,134.0,8.68,527.82,9.78,77.94,45.79,59.59,24.23,83.66,90.98,48.05,37.56,64.23,18.02,70.57,26.55,41.56,28.67,15.73,14.07,11.43,261.04,11.53,213.93,77.17
2024-05-24,11.41,91.76,71.74,107.35,76.28,19.02,21.35,27.65,61.27,100.53,29.17,110.2001,139.93,42.81,30.93,92.2,459.03,64.56,100.68,11.85,110.44,53.35,125.09,135.86,8.55,530.21,9.54,78.65,47.24,60.45,24.17,86.61,91.32,48.59,37.13,65.85,18.07,71.51,26.45,41.67,28.56,15.77,13.83,11.14,262.47,11.21,216.41,76.85
2024-05-28,11.28,91.77,71.2,107.32,76.21,19.2,21.11,27.91,61.05,100.09,29.63,113.005,146.47,43.17,30.82,90.67,455.5,62.86,100.7,11.96,110.45,51.15,122.85,132.24,8.8,525.74,9.76,77.25,44.05,58.38,24.68,83.41,89.37,45.46,39.65,64.22,18.03,69.61,26.52,41.08,28.7,15.69,14.22,11.93,259.62,12.0,213.82,76.09
2024-05-29,11.29,91.79,71.32,107.33,76.19,19.1,21.23,27.67,61.01,100.07,29.62,114.6044,150.52,43.18,30.81,90.7,455.37,62.14,100.71,12.0,110.46,50.62,122.28,131.34,8.86,524.48,9.79,76.89,44.11,58.48,24.63,81.81,89.6,45.84,39.26,64.17,18.03,69.11,26.65,41.141,28.69,15.62,14.21,11.87,259.28,11.94,212.34,76.1
2024-05-30,11.3,91.82,71.55,107.36,76.34,19.11,20.99,27.53,60.9,100.44,29.65,112.4752,144.98,43.55,31.03,89.19,451.72,60.96,100.74,12.02,110.51,50.28,121.84,130.71,8.9,523.65,10.02,76.6,45.12,59.1,24.4,79.32,90.47,47.08,38.19,62.62,18.1,68.74,26.55,41.42,28.62,15.66,13.975,11.61,259.0,11.72,210.45,76.08
2024-05-31,11.38,91.45,71.57,107.39,76.23,19.19,20.91,27.48,61.45,100.18,29.36,113.5758,147.47,43.3,30.91,90.24,454.54,61.75,100.33,11.89,110.07,50.91,124.38,134.59,8.64,529.01,9.83,78.19,46.06,59.88,24.27,80.71,90.63,47.72,37.64,63.79,18.1,70.86,26.62,41.6,28.64,15.74,13.85,11.3,261.66,11.41,211.77,77.09
2024-06-03,11.4,91.45,71.96,107.41,76.37,19.52,20.87,27.04,61.19,100.29,29.1,115.67,152.65,43.48,30.92,89.52,452.87,60.76,100.35,11.97,110.08,48.46,123.11,132.61,8.77,526.47,9.96,77.38,44.995,59.2,23.85,79.29,92.22,50.24,35.72,62.97,18.18,69.8,26.63,42.38,28.58,15.88,14.06,11.55,259.84,11.65,210.58,77.32
2024-06-04,11.42,91.47,72.18,107.44,76.5,19.22,20.89,26.85,61.43,100.44,29.04,118.3239,159.63,43.0,30.82,91.58,458.02,62.33,100.36,11.86,110.11,50.03,124.79,135.73,8.57,530.76,9.64,78.63,46.02,59.99,23.65,81.87,93.0,51.51,34.8,65.1,18.19,71.49,26.5601,42.66,28.55,15.84,13.96,11.31,261.8,11.37,212.8,77.88
2024-06-05,11.36,91.48,72.17,107.44,76.53,19.14,21.31,26.72,61.64,100.45,28.82,123.9986,175.32,42.42,30.89,94.06,464.32,63.92,100.38,11.78,110.11,53.75,127.12,138.99,8.35,534.97,9.24,79.9,46.61,60.42,23.68,85.35,92.92,51.39,34.92,67.71,18.18,73.16,26.63,42.75,28.58,15.9,14.03,11.16,263.65,11.25,215.94,77.76
2024-06-06,11.33,91.51,71.83,107.46,76.38,19.26,21.02,26.79,61.6,99.89,28.92,119.7223,162.49,42.57,30.83,93.5,462.92,63.58,100.42,11.81,110.17,52.16,126.42,137.8,8.44,533.7,9.35,79.46,46.74,60.445,23.96,84.58,91.83,49.54,36.15,67.08,18.06,72.55,26.77,42.16,28.72,15.96,14.09,11.14,262.89,11.23,215.33,78.03
2024-06-07,11.18,91.52,71.63,107.47,76.27,19.38,21.07,26.97,61.71,99.11,28.85,120.3221,164.61,42.69,30.93,92.98,461.96,63.34,100.44,11.83,110.16,50.46,126.13,137.38,8.47,533.24,9.4,79.28,46.28,60.31,24.19,83.96,91.0,48.14,37.15,66.64,17.98,72.3,26.98,41.715,28.89,16.0,14.11,11.2,262.33,11.26,214.87,77.78
2024-06-10,11.16,91.55,71.68,107.51,76.31,19.26,21.28,26.95,61.67,99.0,28.92,121.7315,168.36,42.53,30.81,93.66,463.52,63.69,100.45,11.8,110.18,53.55,126.59,138.06,8.42,534.09,9.3,79.55,46.54,60.39,24.18,84.84,91.05,48.21,37.12,67.3,17.95,72.68,26.93,41.7847,28.92,15.85,14.1,11.16,263.0,11.25,215.6,77.49
2024-06-11,11.25,91.56,72.42,107.51,76.62,18.88,21.47,26.6,62.27,100.01,28.65,123.0211,171.88,41.79,30.96,97.1,472.07,67.89,100.46,11.65,110.22,57.03,130.11,143.9,8.07,541.59,8.8,81.8,48.06,61.46,23.69,93.0,93.01,51.32,34.75,70.99,18.17,75.76,26.81,42.91,28.63,16.17,13.94,10.79,267.09,10.87,222.46,77.71
2024-06-12,11.29,91.57,72.46,107.53,76.68,18.88,21.44,26.53,62.19,99.76,28.58,129.3491,189.0,41.29,31.09,99.43,477.63,70.75,100.48,11.61,110.23,60.0,130.85,145.05,8.02,543.14,8.5,82.22,47.95,61.42,23.63,98.82,93.22,51.63,34.55,73.49,18.06,76.37,26.89,42.9,28.6,16.19,14.07,10.8,267.47,10.86,227.13,76.68
2024-06-13,11.32,91.6,72.66,107.57,76.76,19.19,21.43,26.37,62.15,98.59,28.67,129.919,190.39,41.41,30.84,98.85,476.43,70.3,100.52,11.68,110.27,58.95,129.69,143.1,8.13,540.84,8.58,81.51,46.8,60.68,23.32,98.02,94.42,53.55,33.31,72.95,17.91,75.34,27.07,43.39,29.03,16.23,14.305,11.04,265.86,11.15,226.5,76.59
2024-06-14,11.31,91.63,72.37,107.59,76.67,19.31,21.39,26.62,62.48,98.95,28.76,132.948,199.88,41.17,30.82,100.05,479.41,71.09,100.54,11.65,110.28,60.88,130.2,144.02,8.09,542.11,8.43,81.83,46.51,60.49,23.56,100.02,93.53,52.05,34.25,74.24,17.92,75.82,27.03,42.94,28.98,16.1,14.36,11.16,266.41,11.23,228.2,76.66
2024-06-17,11.29,91.64,72.5,107.66,76.66,19.41,21.57,26.48,62.87,99.11,28.81,131.0986,194.21,40.71,30.89,102.37,485.06,73.13,100.57,11.55,110.32,63.45,132.58,148.06,7.87,547.15,8.14,83.35,47.18,61.0,23.49,104.49,93.89,52.63,33.88,76.82,17.97,77.91,26.94,43.06,28.95,16.16,14.25,10.97,268.86,11.04,231.35,77.56
2024-06-18,11.42,91.66,72.4,107.69,76.67,19.39,21.76,26.64,62.95,99.03,28.86,139.7559,220.02,40.61,31.05,102.94,486.43,73.89,100.58,11.5,110.33,65.5,133.7,149.8,7.77,549.48,8.07,84.06,47.05,60.85,23.6,105.53,93.42,51.77,34.36,77.44,17.98,78.83,27.01,42.96,28.97,16.25,14.32,11.01,269.94,11.11,232.46,77.56
2024-06-20,11.24,91.7,72.64,107.73,76.77,19.62,21.48,26.56,63.18,98.8,29.0,127.0799,181.5,41.07,30.89,100.71,481.03,71.72,100.62,11.58,110.38,58.73,132.05,146.97,7.93,544.33,8.36,83.0,45.04,59.62,23.41,100.71,94.25,53.11,33.53,74.77,17.9,77.35,27.06,43.03,29.08,16.27,14.87,11.475,268.42,11.58,228.86,77.77
2024-06-21,11.25,91.71,72.54,107.76,76.73,19.72,21.41,26.7,62.74,99.17,28.85,123.2011,169.66,41.28,30.98,99.72,478.27,70.3,100.64,11.58,110.4,56.38,131.97,146.82,7.94,544.42,8.47,82.98,46.06,60.21,23.46,97.01,94.05,52.72,33.78,73.79,17.94,77.29,26.97,43.17,29.0,16.19,14.5,11.24,268.34,11.36,225.64,77.27
2024-06-24,11.36,91.73,72.57,107.77,76.7,19.84,21.57,26.77,62.97,98.88,28.62,121.1617,163.45,41.47,30.97,98.79,476.01,68.49,100.65,11.59,110.41,54.13,131.52,146.14,7.84,544.0,8.58,82.83,46.63,60.62,23.46,94.67,94.08,52.36,33.36,72.8,17.92,77.12,26.98,43.01,29.06,16.22,14.46,11.1,268.37,11.17,224.05,77.62
2024-06-25,11.36,91.73,72.3,107.77,76.64,19.88,21.64,26.81,62.93,98.61,29.01,126.0902,176.6,40.5,30.85,99.68,478.39,70.19,100.66,11.41,110.43,55.25,131.24,145.9,7.85,543.64,8.29,82.52,47.24,61.09,23.37,97.2,93.29,51.04,34.19,73.54,17.83,76.73,27.06,42.5099,29.17,16.18,14.4,10.92,267.98,11.01,226.16,76.87
2024-06-26,11.36,91.75,72.36,107.78,76.66,19.71,21.55,26.9,62.82,99.06,28.99,124.0608,170.95,40.38,30.89,100.36,480.21,69.65,100.68,11.37,110.45,54.31,132.13,147.23,7.79,545.39,8.21,83.01,48.0,61.54,23.31,96.82,93.52,51.35,33.96,74.35,17.95,77.44,27.1,42.465,29.09,16.24,14.35,10.76,268.62,10.88,225.8,77.23
2024-06-27,11.31,91.78,72.55,107.79,76.72,19.67,21.5,26.77,62.76,98.84,28.96,124.5407,171.92,40.22,30.85,101.23,482.28,70.68,100.71,11.34,110.49,54.91,132.95,148.53,7.72,547.15,8.11,83.52,48.18,61.74,23.25,98.58,93.74,51.65,33.79,75.27,17.93,78.14,27.12,42.77,29.15,16.19,14.18,10.72,269.37,10.79,227.14,76.91
2024-06-28,11.41,91.42,71.58,107.84,76.39,19.68,21.51,27.03,62.56,99.19,29.57,123.431,168.7,40.43,31.06,100.26,479.92,70.25,100.31,11.39,110.05,55.37,132.19,147.22,7.79,545.61,8.24,83.04,48.06,61.71,24.04,97.56,90.41,46.78,37.17,74.07,17.91,77.45,27.16,41.46,29.08,16.11,14.2,10.72,268.49,10.81,226.57,76.98
2024-07-01,11.37,91.43,71.63,107.85,76.48,19.83,21.57,26.84,62.69,99.06,29.21,121.0917,162.17,40.41,31.1,100.37,480.48,69.78,100.32,11.42,110.06,54.5,131.23,145.59,7.88,543.72,8.2,82.47,49.04,62.42,23.95,97.04,90.68,47.15,36.82,74.32,17.94,76.6,27.15,41.67,29.14,16.08,14.13,10.48,267.46,10.55,225.96,76.13
2024-07-02,11.39,91.46,71.86,107.85,76.53,19.54,21.57,27.08,62.87,99.47,29.23,121.6216,163.34,39.95,31.18,102.77,486.26,71.6,100.35,11.33,110.1,58.11,133.58,149.5,7.67,548.66,7.92,83.94,49.86,63.0,23.85,100.4,91.18,47.81,36.26,76.98,17.96,78.65,27.08,42.06,29.03,15.92,14.02,10.29,269.61,10.35,228.75,76.44
2024-07-03,11.5,91.5,72.26,107.93,76.7,19.38,22.0,26.83,63.03,99.91,29.48,127.3398,179.58,39.51,31.15,105.1,491.91,73.67,100.38,11.28,110.15,61.89,135.02,151.81,7.55,551.74,7.66,84.83,49.77,62.99,23.55,105.0,92.27,49.45,35.04,79.55,18.1,79.9,26.94,42.49,28.92,15.98,13.96,10.3,270.82,10.38,232.43,76.44
2024-07-05,11.49,91.5,72.4,107.95,76.81,19.44,21.73,26.55,63.15,100.1,29.5,127.4497,179.17,39.15,31.1,107.08,496.56,74.67,100.4,11.2,110.17,62.3,136.81,154.85,7.42,555.44,7.45,85.94,49.965,63.18,23.52,106.7,92.54,49.91,34.73,81.86,18.07,81.48,26.92,42.57,28.88,16.26,14.02,10.25,272.65,10.35,233.63,77.44
2024-07-08,11.46,91.52,72.37,107.96,76.77,19.4,21.68,26.63,63.18,99.85,29.6,130.3088,187.11,38.97,31.17,108.06,498.89,75.8,100.42,11.19,110.18,65.17,137.19,155.46,7.39,556.26,7.35,86.16,50.29,63.42,23.54,109.32,92.48,49.78,34.85,82.95,18.02,81.8,26.96,42.65,28.95,16.23,13.96,10.16,272.82,10.27,235.51,77.26
2024-07-09,11.44,91.54,72.42,107.97,76.84,19.31,21.84,26.52,63.3,99.9,29.63,133.9877,197.03,38.92,31.21,108.43,499.84,75.99,100.44,11.18,110.18,65.89,137.51,156.12,7.35,557.13,7.32,86.42,50.18,63.33,23.53,109.72,92.46,49.75,34.85,83.37,18.08,82.12,26.94,42.57,28.96,16.19,14.01,10.18,273.21,10.31,235.89,77.2
2024-07-10,11.51,91.54,72.83,107.99,77.0,19.15,21.92,26.2,63.46,100.43,29.54,135.7071,204.19,38.67,31.34,109.82,503.28,77.46,100.44,11.1,110.21,70.0,139.46,159.75,7.18,561.45,7.16,87.74,50.79,63.71,23.22,112.62,93.68,51.7,33.49,85.04,18.15,84.05,26.79,43.39,28.75,16.24,13.83,10.07,275.75,10.16,238.04,77.29
2024-07-11,11.56,91.58,72.85,108.03,77.11,19.05,21.55,26.16,62.97,100.61,29.9,128.2195,179.58,39.51,31.43,105.18,492.44,73.78,100.5,11.17,110.27,62.82,137.65,156.25,7.34,557.69,7.62,86.51,50.69,63.73,23.29,104.32,93.52,51.35,33.77,79.44,18.2,82.2,26.78,43.08,28.72,16.36,14.07,10.06,274.35,10.18,232.29,77.41
2024-07-12,11.64,91.59,72.81,108.06,77.19,18.87,21.54,26.14,63.0,100.82,29.85,130.5188,186.75,39.19,31.36,106.9,496.81,75.18,100.51,11.08,110.28,64.99,139.83,159.86,7.17,561.97,7.44,87.88,51.17,63.98,23.42,107.92,93.01,50.51,34.3,81.56,18.25,84.14,26.75,43.25,28.69,16.38,13.95,9.98,276.8,10.08,234.99,77.4
2024-07-15,11.65,91.61,72.82,108.08,77.17,18.86,21.67,26.31,63.15,100.49,29.97,128.3994,18.0,39.13,31.49,107.34,497.62,75.2,100.52,11.07,110.3,65.05,140.21,160.59,7.14,562.9,7.39,88.12,50.26,63.41,23.28,107.64,93.53,51.31,33.73,81.95,18.2,84.48,26.85,43.11,28.8,16.42,14.075,10.16,277.6,10.29,234.77,77.03
2024-07-16,11.68,91.62,72.94,108.07,77.17,18.89,21.42,26.09,62.71,101.06,30.0,121.3117,15.99,39.86,31.38,103.24,488.27,70.93,100.53,11.15,110.31,58.6,138.1,157.01,7.3,558.89,7.82,86.8,48.33,62.23,23.19,98.53,93.92,51.92,33.29,77.32,18.29,82.56,26.72,43.4,28.62,16.39,14.36,10.57,276.24,10.66,228.1,77.84
2024-07-17,11.72,91.63,72.98,108.07,77.18,19.16,21.13,26.16,62.75,100.84,29.9,121.8115,16.13,40.08,31.36,102.0,485.52,69.68,100.54,11.16,110.34,54.16,137.97,156.62,7.32,558.54,7.93,86.68,49.09,62.66,23.25,96.55,93.66,51.56,33.55,75.8,18.28,82.4,26.73,43.43,28.67,16.33,14.17,10.42,276.0,10.52,226.55,78.45
2024-07-18,11.72,91.67,72.99,108.15,77.14,19.43,21.07,26.19,62.42,100.53,29.9,120.312,15.74,40.64,31.19,99.34,479.16,67.62,100.59,11.29,110.38,51.78,134.85,151.29,7.57,552.43,8.27,84.75,46.0,60.59,23.43,92.06,93.05,50.42,34.31,72.75,18.18,79.61,26.81,43.08,28.78,16.06,14.51,11.12,272.56,11.24,223.19,78.55
2024-07-19,11.65,91.68,72.83,108.16,77.11,19.28,21.07,26.13,62.56,100.5,29.6,120.312,15.69,40.48,31.25,100.1,481.08,67.96,100.61,11.28,110.39,50.05,135.16,151.78,7.53,553.02,8.16,84.91,45.75,60.28,23.34,92.54,93.4,50.96,33.93,73.66,18.23,79.84,26.92,43.18,28.81,16.1,14.45,11.22,272.78,11.31,223.79,78.27
2024-07-22,11.65,91.69,72.76,108.17,77.13,19.3,21.26,26.0,62.8,100.28,29.62,122.7412,16.28,40.46,31.27,100.16,481.52,68.57,100.62,11.26,110.41,50.51,135.82,152.94,7.49,554.56,8.14,85.34,47.05,61.46,23.52,94.23,92.81,49.99,34.6,73.76,18.16,80.47,26.95,42.9598,28.85,16.16,14.31,10.8,273.87,10.9,225.16,78.22
2024-07-23,11.61,91.72,72.78,108.2,77.23,19.22,21.29,25.86,62.36,100.33,29.65,119.1324,15.3,41.12,31.17,96.99,473.82,67.0,100.63,11.37,110.42,48.54,133.09,148.12,7.72,548.85,8.55,83.59,46.06,60.71,23.55,90.37,92.59,49.62,34.86,70.19,18.23,77.93,26.88,43.175,28.78,16.11,14.56,11.05,271.34,44.7,222.26,77.58
2024-07-24,11.54,91.72,72.57,108.2,77.19,19.59,20.92,25.89,62.26,100.21,29.45,113.0043,13.73,41.97,31.14,92.77,463.7,63.05,100.65,11.54,110.45,41.52,129.34,141.89,8.03,541.32,9.06,81.27,41.65,57.77,23.7,82.11,92.03,48.69,35.5,65.5,18.19,74.65,26.83,43.0701,28.84,16.14,14.92,12.03,267.7,48.65,215.65,78.06
2024-07-25,11.58,91.77,72.89,108.23,77.35,19.34,20.91,25.87,62.22,100.37,29.5,116.1533,14.45,42.09,31.2,92.28,462.69,63.51,100.68,11.51,110.49,42.24,129.76,142.51,7.99,542.35,9.12,81.54,42.07,58.11,23.5,82.5,92.93,50.05,34.51,65.02,18.25,74.98,26.97,43.29,28.81,16.19,14.89,11.93,268.64,48.05,216.45,78.01
2024-07-26,11.59,91.78,73.13,108.27,77.4,19.41,21.02,26.16,62.38,100.04,29.69,113.6541,13.8,41.82,31.32,93.5,465.86,64.12,100.7,11.44,110.51,43.27,131.51,145.36,7.84,546.04,8.93,82.62,43.4,59.07,23.33,84.5,93.68,51.24,33.71,66.28,18.17,76.48,27.0,43.6,28.92,16.18,14.63,11.49,270.73,46.37,218.0,78.34
2024-07-29,11.71,91.79,73.14,108.27,77.41,19.48,20.9,26.53,62.43,99.93,29.63,111.4848,13.26,41.82,31.25,93.52,465.89,63.15,100.72,11.45,110.52,42.38,131.56,145.5,7.82,546.2,8.95,82.65,43.92,59.48,23.3,82.35,93.75,51.35,33.69,66.29,18.14,76.51,27.08,43.53,28.95,16.16,14.37,11.35,270.5,45.76,216.12,77.58
2024-07-30,11.67,91.79,73.38,108.29,77.5,19.48,21.06,26.11,62.92,100.22,29.51,112.8643,13.46,41.62,31.345,94.28,468.2,63.28,100.72,11.38,110.54,42.5,132.87,147.55,7.7,549.0,8.8,83.46,43.52,59.17,23.11,82.57,94.53,52.57,32.85,67.09,18.31,77.63,26.9,43.97,28.75,16.33,14.38,11.44,271.94,46.25,216.39,77.99
2024-07-31,11.67,91.42,73.5,108.31,77.44,19.38,21.22,25.71,63.04,99.56,29.63,117.4929,14.52,41.28,31.31,95.76,471.72,64.21,100.3,11.31,110.09,41.9,134.61,150.33,7.55,552.56,8.57,84.52,43.67,59.31,22.89,84.13,95.13,54.1,31.88,68.55,18.24,79.08,26.91,44.63,28.83,16.34,14.31,11.4,273.25,46.11,218.18,78.0
2024-08-01,11.46,91.45,74.02,108.38,77.92,20.29,20.65,25.82,61.93,100.62,29.63,103.7272,11.18,43.19,30.92,87.32,450.58,56.4,100.34,11.68,110.16,30.54,126.37,136.61,8.3,535.58,9.78,79.36,36.74,54.3,22.48,69.16,97.01,57.17,30.09,59.48,18.38,71.91,26.82,45.54,28.63,16.44,15.43,13.45,264.5,54.46,205.04,79.25
2024-08-02,11.33,91.47,74.74,108.26,78.38,21.14,19.84,25.98,60.0,101.43,29.14,92.0309,8.62,45.73,30.34,77.19,424.22,49.12,100.35,12.21,110.21,23.52,115.06,118.41,9.44,511.77,11.51,72.28,18.9,39.2,21.81,55.5,99.76,62.09,27.56,49.18,18.6,62.24,26.03,46.8,28.32,16.46,18.49,22.35,251.21,89.8,191.03,79.12
2024-08-05,11.29,91.49,74.26,108.3,78.02,20.54,20.24,26.22,60.89,100.66,29.09,103.8072,11.17,44.5,30.48,82.06,437.72,54.12,100.36,12.04,110.2,28.62,118.54,124.0,9.06,519.42,10.63,74.46,21.01,41.86,22.18,64.47,98.14,59.07,28.97,54.29,18.47,65.22,26.79,45.9,28.53,16.5,17.76,19.17,256.57,77.48,200.43,78.08
2024-08-06,11.25,91.5,73.81,108.31,77.86,20.67,20.73,26.17,61.6,100.86,28.92,107.776,12.03,43.58,30.69,85.49,446.72,56.32,100.38,11.83,110.2,31.2,122.8,130.53,8.58,528.58,9.98,77.12,24.35,46.14,22.68,68.97,95.97,55.15,30.91,57.58,18.43,68.72,26.83,45.05,28.58,16.58,16.19,15.26,261.07,61.43,205.45,78.57
2024-08-07,11.24,91.51,73.5,108.35,77.72,20.71,20.36,26.0,61.29,100.58,28.94,101.9678,10.72,44.13,30.62,83.38,441.02,54.09,100.4,11.93,110.22,28.57,120.59,127.11,8.81,523.99,10.36,75.77,23.12,45.16,22.9,64.62,95.13,53.69,31.74,55.47,18.38,66.9,26.86,44.61,28.63,16.55,16.89,16.18,258.68,65.27,200.91,78.1
2024-08-08,11.44,91.54,73.9,108.37,77.87,20.44,20.68,26.03,61.53,100.78,28.95,105.6066,11.41,43.57,30.79,85.41,446.75,56.01,100.44,11.81,110.26,30.66,123.21,131.15,8.53,529.81,9.94,77.41,23.89,46.01,22.59,67.85,96.52,56.0,30.4,57.46,18.48,69.04,26.78,45.16,28.58,16.51,16.35,15.51,261.74,62.73,204.59,78.87
2024-08-09,11.5,91.55,73.81,108.48,77.8,20.51,20.92,25.94,61.8,100.83,28.86,106.2864,11.61,43.12,30.84,87.19,451.39,56.91,100.46,11.71,110.27,31.05,125.21,134.37,8.31,534.21,9.65,78.66,26.8,48.94,22.7,69.59,96.03,55.2,30.88,59.18,18.4,70.7,26.83,44.91,28.61,16.55,15.34,13.53,263.63,54.725,206.27,79.11
2024-08-12,11.47,91.57,74.19,108.21,78.04,20.53,20.91,26.1,62.34,101.1,29.16,112.4045,12.91,42.72,30.83,88.92,456.14,58.97,100.48,11.66,110.3,32.66,126.35,136.13,8.21,536.66,9.35,79.36,27.47,49.32,22.4,73.13,97.34,57.39,29.69,61.1,18.47,71.65,26.74,45.72,28.53,16.56,15.2,13.21,264.41,53.34,209.78,78.75
2024-08-13,11.46,91.58,74.27,108.15,78.03,20.27,21.13,26.24,62.32,101.81,29.26,118.4926,14.31,41.99,31.04,91.9,463.49,61.85,100.49,11.53,110.31,36.18,129.29,140.87,7.91,542.86,8.89,81.2,29.61,51.36,22.35,78.52,97.58,57.81,29.48,64.0,18.59,74.14,26.67,45.8162,28.43,16.55,14.52,12.22,267.65,49.48,215.0,79.05
