Date,ALTY,BIL,BND,BOXX,BSV,BTAL,CLSE,CTA,FTLS,FXE,KMLM,NVDA,NVDX,PSQ,QAI,QLD,QQQ,ROM,SGOV,SH,SHV,SOXL,SPUU,SPXL,SPXS,SPY,SQQQ,SSO,SVIX,SVXY,TBF,TECL,TLT,TMF,TMV,TQQQ,UDN,UPRO,USDU,UST,UUP,VBF,VIXM,VIXY,VTI,VXX,XLK,XLP
2025-05-28,11.51,91.71,72.55,112.27,78.17,18.92,22.88,27.13,65.59,104.81,26.44,142.2401,12.04,35.55,32.0,107.7,526.45,65.88,100.68,41.63,110.42,18.18,144.65,154.47,5.34,593.13,22.71,90.24,14.66,41.13,25.03,75.68,85.77,36.46,40.68,73.01,18.4,81.35,26.28,42.02,27.48,15.37,16.63,50.99,291.76,52.09,234.98,81.81
2025-05-29,11.5,91.74,72.65,112.32,78.27,19.17,22.64,27.18,65.29,104.67,26.5,138.7104,11.43,36.04,31.71,104.85,519.44,63.86,100.71,41.97,110.44,16.9,142.37,150.99,5.47,588.9,23.67,88.9,14.13,40.36,24.96,72.12,86.09,36.84,40.25,70.12,18.39,79.58,26.16,42.44,27.51,15.36,17.04,53.04,289.47,54.25,231.52,81.97
2025-05-30,11.49,91.45,72.35,112.34,78.05,19.12,22.825,27.15,65.27,105.26,26.51,135.4806,10.89,36.21,31.78,103.95,517.48,63.18,100.38,42.06,110.07,16.05,141.74,150.12,5.51,587.75,24.0,88.57,14.07,40.25,25.08,71.02,85.25,36.21,40.95,69.2,18.48,79.05,26.01,42.23,27.33,15.32,17.13,53.15,289.34,54.34,230.3,82.62
2025-06-02,11.46,91.45,72.4,112.36,78.07,19.0,23.06,27.25,65.79,105.07,26.57,138.7704,11.43,35.78,31.83,106.47,523.57,64.79,100.39,41.72,110.07,16.89,143.99,153.66,5.38,592.39,23.14,89.94,14.4,40.8,25.05,73.81,85.42,36.4,40.75,71.81,18.47,80.94,26.17,42.24,27.41,15.37,16.93,51.81,291.44,53.03,233.12,82.79
2025-06-03,11.49,91.46,72.57,112.35,78.1,18.8,23.02,27.49,66.01,105.2,26.51,142.1801,11.99,35.48,31.98,108.3,528.0,66.91,100.4,41.41,110.08,18.71,146.22,157.26,5.25,597.0,22.57,91.34,14.68,41.21,24.97,77.15,85.81,36.78,40.26,73.62,18.49,82.81,26.15,42.22,27.37,15.41,16.83,50.86,293.82,51.9,236.8,82.82
2025-06-04,11.49,91.47,72.76,112.36,78.16,18.74,22.91,27.4,66.13,106.01,26.57,142.1601,11.97,35.34,32.04,109.16,530.1,67.23,100.41,41.38,110.11,19.5,146.53,157.62,5.25,597.64,22.29,91.53,14.85,41.4,24.67,77.84,86.68,37.93,39.01,74.5,18.58,83.05,25.95,42.7,27.2,15.41,16.79,50.31,293.98,51.47,237.62,82.15
2025-06-05,11.46,91.5,72.34,112.36,77.95,18.64,22.92,27.83,65.95,105.0,26.63,142.5001,12.0,35.37,32.15,109.03,529.94,67.89,100.45,41.33,110.14,19.34,146.9,158.24,5.22,598.6,22.35,91.76,14.83,41.29,24.96,78.44,85.79,36.71,40.29,74.25,18.46,83.36,26.21,42.06,27.47,15.39,16.96,50.51,294.71,51.65,238.22,81.81
2025-06-06,11.52,91.51,72.2,112.42,77.88,18.53,22.96,28.11,66.1,105.16,26.63,143.1801,12.15,35.36,32.09,109.06,529.99,68.24,100.45,41.26,110.16,19.68,147.42,159.15,5.2,599.71,22.34,92.11,15.08,41.75,25.2,79.56,85.04,35.76,41.31,74.29,18.45,83.82,26.17,41.75,27.45,15.35,16.87,49.3,295.46,50.5,239.23,81.6
2025-06-09,11.48,91.52,72.51,112.41,77.95,18.43,22.85,28.14,65.6,105.62,26.43,142.6801,12.05,35.31,32.12,109.43,531.31,68.31,100.46,41.24,110.17,20.8,147.63,159.44,5.18,600.24,22.19,92.21,15.16,41.96,24.89,79.69,86.09,37.09,39.82,74.77,18.53,83.97,26.15,42.24,27.35,15.38,16.84,49.07,295.74,50.28,239.49,81.59
2025-06-10,11.56,91.53,72.59,112.43,78.06,18.31,22.71,28.19,65.71,105.78,26.27,144.61,12.38,35.02,32.15,111.26,535.51,69.45,100.47,40.99,110.17,22.32,149.62,162.59,5.08,604.14,21.66,93.41,15.47,42.28,24.98,81.6,85.82,36.72,40.24,76.6,18.51,85.62,26.03,42.06,27.35,15.47,16.71,48.1,297.6,49.22,241.41,81.71
2025-06-11,11.52,91.54,72.9,112.44,78.2,18.48,22.82,28.06,65.33,106.95,26.31,141.97,11.91,35.33,32.06,109.36,530.87,68.7,100.49,41.28,110.19,21.24,147.53,159.2,5.19,600.0,22.26,92.12,14.89,41.5,24.64,80.41,86.89,38.12,38.76,74.57,18.7,83.84,26.0,42.71,27.09,15.55,17.01,50.02,295.3,51.21,240.29,81.45
2025-06-12,11.54,91.57,72.81,112.45,78.13,18.6,22.74,28.3,65.22,106.2,26.09,142.48,11.98,35.57,31.96,107.88,527.35,68.36,100.52,41.41,110.23,20.32,146.72,157.79,5.24,598.51,22.72,91.61,14.17,40.49,24.72,79.64,86.73,37.83,39.04,72.98,18.61,83.08,26.12,42.46,27.27,15.65,17.31,52.37,294.45,53.66,239.76,81.71
2025-06-13,11.51,91.58,72.65,112.47,78.09,18.83,22.88,28.03,65.3,107.02,26.12,143.35,12.09,35.38,32.01,109.01,530.57,68.97,100.54,41.28,110.24,20.84,147.56,159.26,5.18,600.34,22.31,92.2,14.3,40.71,24.93,80.66,86.08,36.96,39.92,74.23,18.72,83.83,26.0,42.23,27.1,15.63,17.18,51.75,295.45,52.97,240.61,81.16
2025-06-16,11.5,91.59,72.69,112.48,78.13,18.45,22.94,28.27,65.21,106.74,25.89,144.49,12.28,35.31,31.92,109.45,531.65,69.45,100.55,41.3,110.24,21.59,147.47,158.96,5.19,600.17,22.17,92.07,14.41,40.87,24.91,81.66,86.0,36.84,40.0,74.6,18.65,83.7,26.03,42.38,27.19,15.54,17.19,51.04,295.1,52.28,242.02,80.99
2025-06-17,11.57,91.61,72.87,112.48,78.22,18.43,23.1,27.82,65.18,106.16,25.62,144.01,12.22,35.42,32.11,108.76,529.89,69.4,100.57,41.44,110.27,21.74,146.49,157.47,5.24,598.45,22.39,91.5,13.89,40.07,24.69,81.65,86.88,37.95,38.84,73.85,18.54,82.92,26.13,42.76,27.35,15.55,17.37,53.01,294.32,54.33,241.91,80.75
2025-06-18,11.51,91.64,72.74,112.51,78.19,18.28,23.08,27.65,65.19,106.35,25.5,145.45,12.45,35.3,31.91,109.64,532.15,70.01,100.61,41.34,110.31,22.26,147.33,158.74,5.21,598.47,22.12,92.01,14.38,40.85,24.89,82.45,86.14,36.95,39.9,74.73,18.55,83.59,26.31,42.48,27.36,15.47,17.14,51.1,295.62,52.39,242.74,80.76
2025-06-20,11.49,91.65,73.01,112.55,78.31,18.43,22.94,27.64,64.85,105.89,25.28,142.5,11.94,35.63,31.82,107.57,526.74,68.69,100.62,41.59,110.32,21.18,145.61,155.95,5.3,595.02,22.76,90.93,14.07,40.45,24.68,80.23,86.93,38.0,38.81,72.67,18.42,82.11,26.32,42.9238,27.52,15.48,17.36,52.16,293.49,53.38,240.15,80.53
2025-06-23,11.57,91.66,72.99,112.6,78.39,18.24,23.29,27.14,65.4,106.93,25.94,145.56,12.46,34.96,32.01,111.76,536.93,71.78,100.63,40.94,110.35,22.66,149.82,162.71,5.02,604.36,21.48,93.8,14.94,41.75,24.83,85.23,86.46,36.98,39.17,76.92,18.66,86.0,26.06,42.7847,27.21,15.48,16.86,48.87,298.43,50.03,245.35,81.39
2025-06-24,11.58,91.68,73.19,112.63,78.48,17.9,23.44,26.6,65.65,107.11,26.09,149.27,13.1,34.24,32.19,113.74,542.03,73.57,100.65,40.3,110.36,24.39,151.57,165.54,4.92,607.9,20.59,94.67,15.3,42.29,24.5,88.55,87.11,37.81,38.3,78.93,18.67,87.28,26.0,42.8166,27.22,15.43,16.69,47.45,300.35,48.64,248.3,81.16
2025-06-25,11.61,91.68,73.37,112.63,78.6,17.94,23.39,26.71,65.35,108.18,26.23,155.98,14.24,34.16,32.07,114.26,543.41,74.52,100.66,40.23,110.38,25.18,152.08,166.35,4.9,608.95,20.47,95.0,15.37,42.35,24.35,90.64,87.6,38.41,37.71,79.43,18.82,87.68,25.92,43.11,26.96,15.5,16.62,47.3,300.37,48.5,250.47,80.32
2025-06-26,11.74,91.72,73.37,112.66,78.6,17.76,23.54,26.57,65.85,108.26,26.27,156.04,14.25,33.93,32.31,115.87,547.09,75.21,100.69,40.0,110.41,25.25,153.98,169.49,4.81,612.94,20.05,96.17,15.54,42.58,24.36,91.87,87.58,38.36,37.79,80.98,18.84,89.25,25.87,43.0,26.99,15.46,16.63,46.76,302.68,47.88,251.75,80.25
2025-06-27,11.62,91.73,73.51,112.68,78.66,17.55,23.68,26.74,66.07,108.17,26.27,158.4,14.68,33.7,32.42,117.48,551.11,75.76,100.69,39.71,110.42,25.47,156.15,173.04,4.71,617.43,19.63,97.57,15.63,42.74,24.3,93.17,87.86,38.7,37.43,82.77,18.83,91.24,25.85,43.19,27.0,15.48,16.62,46.54,303.74,47.74,252.97,80.48
2025-06-30,11.72,91.44,73.39,112.69,78.41,17.77,23.68,26.75,66.12,108.88,26.48,156.29,14.28,33.79,32.17,116.85,549.69,75.82,100.37,39.79,110.07,24.42,155.66,172.16,4.74,616.33,19.8,97.19,15.44,42.41,24.11,92.7,88.11,39.52,36.66,82.03,18.95,90.74,25.77,43.34,26.83,15.44,16.82,47.25,303.04,48.34,252.42,81.06
2025-07-01,11.69,91.45,73.17,112.67,78.33,17.88,23.29,26.76,65.92,108.58,26.56,152.98,13.64,34.02,32.36,115.3,546.21,74.34,100.38,39.73,110.08,24.53,156.04,172.88,4.72,617.29,20.17,97.47,15.51,42.64,24.38,90.2,87.19,38.25,37.82,80.43,18.88,91.1,25.83,42.94,26.94,15.57,16.71,46.89,303.95,48.07,250.34,81.92
2025-07-02,11.7,91.49,73.13,112.7,78.25,17.43,23.3,27.03,66.2,108.59,26.48,158.37,14.63,33.59,32.42,118.25,553.25,77.0,100.43,39.44,110.12,26.4,158.57,177.08,4.61,622.47,19.45,99.08,15.81,43.01,24.4,95.13,87.16,38.13,37.94,83.5,18.87,93.31,25.81,42.7,26.95,15.6,16.69,45.94,306.6,47.06,255.0,82.24
2025-07-03,11.67,91.5,72.96,112.73,78.23,17.53,23.55,26.98,66.24,108.35,26.31,158.2,14.54,33.61,32.54,118.27,553.61,77.45,100.44,39.4,110.12,25.78,159.0,177.67,4.6,623.31,19.4,99.3,15.47,42.57,24.59,96.3,86.51,37.35,38.81,83.62,18.81,93.63,25.9,42.56,27.03,15.58,16.89,46.94,306.99,48.055,256.0,82.1
2025-07-07,11.64,91.51,72.74,112.77,78.14,17.33,23.68,27.4,66.35,108.0,26.48,159.33,14.74,33.6,32.41,118.22,553.41,77.79,100.45,39.51,110.14,25.63,157.96,175.96,4.63,621.39,19.43,98.69,15.77,43.04,24.88,96.2,85.56,36.07,40.11,83.48,18.76,92.75,26.46,42.19,27.15,15.51,16.66,45.93,306.09,47.13,256.02,81.79
2025-07-08,11.6,91.52,72.89,112.77,78.21,17.29,23.44,27.63,66.06,108.1,26.75,161.22,15.06,33.55,32.45,118.67,554.51,78.35,100.46,39.43,110.15,26.55,158.66,177.02,4.61,622.73,19.32,99.1,16.25,43.65,24.7,97.4,86.19,36.82,39.28,83.95,18.79,93.35,26.0,42.42,27.1,15.53,16.6,44.62,306.77,45.74,257.1,81.46
2025-07-09,11.63,91.53,73.08,112.78,78.27,17.1,23.45,27.63,65.94,107.98,26.68,164.32,15.7,33.4,32.53,119.7,556.88,79.23,100.47,39.35,110.17,27.36,159.38,178.25,4.58,624.21,19.08,99.55,16.46,43.96,24.53,99.0,86.83,37.63,38.42,85.02,18.75,93.95,25.99,42.67,27.14,15.51,16.64,43.99,307.65,45.09,258.53,80.86
2025-07-10,11.65,91.56,72.89,112.78,78.23,17.14,23.23,27.61,65.84,107.93,26.81,163.72,15.52,33.63,32.48,118.12,553.39,77.44,100.5,39.47,110.21,26.88,158.53,176.88,4.62,622.77,19.48,99.04,16.2,43.55,24.7,95.8,86.23,36.83,39.29,83.28,18.75,93.2,26.0,42.34,27.19,15.5,16.67,44.81,306.88,45.89,255.76,80.87
2025-07-11,11.63,91.58,72.74,112.81,78.23,17.06,23.24,27.83,65.8,107.79,26.78,165.37,15.87,33.62,32.47,118.38,553.98,77.21,100.52,39.46,110.22,26.6,158.78,177.15,4.6,623.2,19.42,99.13,16.27,43.745,24.92,95.23,85.54,35.91,40.25,83.58,18.71,93.34,26.1,42.27,27.25,15.41,16.79,44.54,306.74,45.67,255.22,80.83
2025-07-14,11.63,91.58,72.88,112.83,78.24,17.0,23.54,27.48,66.15,107.67,26.68,171.19,16.91,33.24,32.54,121.06,560.21,79.11,100.53,39.18,110.23,28.03,160.9,180.87,4.51,627.56,18.77,100.53,16.48,44.07,24.81,98.98,85.9,36.37,39.73,86.4,18.67,95.3,26.14,42.3,27.3,15.36,16.61,43.79,309.09,44.91,258.62,80.7
2025-07-15,11.58,91.59,72.7,112.83,78.16,17.0,23.44,27.62,65.93,106.9,26.69,171.06,16.91,33.43,32.63,119.73,557.13,78.66,100.54,39.44,110.23,26.6,158.95,177.5,4.59,623.76,19.1,99.28,16.31,43.79,25.0,98.23,85.27,35.6,40.62,85.0,18.56,93.52,26.3,42.02,27.47,15.3,16.81,44.35,306.86,45.48,258.0,80.11
2025-07-16,11.58,91.61,72.73,112.86,78.27,16.93,23.51,27.55,65.85,106.94,26.62,172.02,17.1,33.38,32.41,120.05,558.0,79.26,100.56,39.4,110.26,26.91,159.34,178.11,4.59,624.42,19.03,99.48,16.23,43.73,25.02,99.25,85.22,35.48,40.72,85.35,18.55,93.81,26.34,42.17,27.46,15.29,16.93,44.61,307.5,45.65,259.02,80.66
2025-07-17,11.61,91.63,72.89,112.89,78.36,16.66,23.51,27.8,66.3,107.59,26.77,173.64,17.42,33.1,32.64,122.21,563.0,81.34,100.58,39.11,110.29,27.66,161.69,182.03,4.48,629.32,18.53,101.02,16.39,43.9,24.96,102.98,85.43,35.71,40.49,87.62,18.66,95.96,26.12,42.29,27.33,15.32,16.93,44.15,310.05,45.24,262.03,81.15
2025-07-18,11.65,91.65,73.1,112.91,78.44,16.59,23.42,27.76,66.16,107.61,26.61,172.75,17.18,33.17,32.53,121.71,562.17,80.57,100.59,39.16,110.31,27.59,161.4,181.58,4.49,628.74,18.63,100.8,16.56,44.21,24.74,101.69,86.2,36.67,39.37,87.15,18.69,95.67,26.28,42.63,27.3,15.38,16.93,43.54,309.94,44.65,261.18,80.9
2025-07-21,11.61,91.67,73.1,112.94,78.46,16.8,23.44,28.02,66.31,107.86,26.86,171.34,16.88,33.05,32.71,122.65,564.3,80.54,100.62,39.15,110.32,27.13,161.61,181.78,4.49,629.05,18.43,100.9,16.58,44.28,24.77,101.62,86.16,36.62,39.48,88.07,18.74,95.79,26.08,42.65,27.23,15.41,16.96,43.5,309.74,44.59,261.03,80.48
2025-07-22,11.64,91.67,73.08,112.94,78.45,16.79,23.34,28.21,66.42,108.18,27.09,169.53,16.5,33.18,32.83,121.75,562.31,79.52,100.63,39.0,110.33,25.68,162.86,183.91,4.44,631.53,18.62,101.7,16.83,44.6,24.81,99.8,86.05,36.45,39.64,87.19,18.8,96.87,26.0,42.61,27.16,15.4,16.8,42.88,311.1,43.98,259.64,81.65
2025-07-23,11.67,91.68,72.85,112.96,78.29,16.64,23.52,28.4,66.76,108.64,27.48,172.44,17.11,33.02,32.77,122.99,565.05,80.53,100.63,38.83,110.33,25.65,164.39,186.5,4.38,634.65,18.36,102.65,17.37,45.315,24.96,101.56,85.55,35.8,40.36,88.4,18.84,98.27,25.99,42.23,27.1,15.34,16.6,41.46,312.5,42.51,261.0,81.66
2025-07-24,11.66,91.71,72.95,112.97,78.37,16.63,23.575,28.21,66.79,108.22,27.07,173.61,17.27,33.05,32.55,122.85,565.0,80.51,100.67,38.82,110.37,25.17,164.58,186.78,4.38,635.12,18.4,102.77,17.3,45.22,24.89,101.84,85.81,36.09,40.08,88.3,18.74,98.4,25.96,42.32,27.25,15.27,16.61,41.67,312.8,42.81,261.34,81.31
2025-07-25,11.71,91.73,73.02,113.01,78.37,16.5,23.61,28.28,66.87,107.46,27.0,174.02,17.4,32.89,32.61,124.02,567.69,81.39,100.69,38.67,110.39,26.39,165.81,188.88,4.32,637.49,18.13,103.5,17.83,45.9,24.8,103.54,86.0,36.28,39.79,89.58,18.66,99.51,26.19,42.44,27.4,15.3,16.41,40.4,314.24,41.45,262.99,81.07
2025-07-28,11.65,91.73,73.08,113.02,78.4,16.33,23.72,28.19,66.78,106.41,26.87,177.96,18.2,32.73,32.81,125.34,570.79,83.33,100.69,38.63,110.4,27.47,166.19,189.56,4.31,638.36,17.85,103.78,18.14,46.39,24.77,106.73,86.23,36.59,39.51,90.95,18.5,99.89,26.48,42.5,27.62,15.33,16.37,39.69,314.34,40.69,265.72,80.8
2025-07-29,11.7,91.74,73.19,113.03,78.4,16.35,23.755,28.35,66.52,105.81,26.73,176.51,17.87,32.87,32.56,124.18,568.18,82.49,100.7,38.79,110.41,27.75,164.91,187.4,4.37,636.0,18.1,102.99,17.59,45.66,24.61,105.27,86.75,37.22,38.66,89.76,18.42,98.72,26.49,42.61,27.76,15.32,16.66,40.92,313.19,41.98,264.37,81.23
2025-07-30,11.69,91.75,73.28,113.06,78.42,16.25,24.09,27.95,67.19,105.29,26.18,182.9,19.15,32.51,32.59,126.93,574.44,84.63,100.71,38.58,110.41,26.7,166.75,190.32,4.3,639.55,17.5,104.11,17.86,45.9,24.5,109.26,87.13,37.69,38.23,92.69,18.32,100.28,26.59,42.73,27.9,15.4,16.65,40.39,314.37,41.36,268.01,79.9
2025-07-31,11.65,91.47,73.41,113.07,78.45,16.67,23.72,26.97,66.26,106.71,26.13,174.09,17.26,33.46,32.56,120.0,558.57,79.7,100.4,39.42,110.11,23.54,159.84,178.62,4.58,626.26,19.09,99.79,16.61,44.27,24.31,99.9,87.55,38.6,37.28,85.11,18.54,94.1,26.6,43.35,27.57,15.41,17.09,43.4,307.98,44.53,259.94,80.22
2025-08-01,11.74,91.48,73.62,113.09,78.65,16.65,23.87,26.47,66.39,106.87,26.1,175.16,17.49,33.43,32.48,120.06,559.08,79.22,100.41,39.46,110.13,24.55,159.47,177.93,4.59,625.67,18.99,99.55,16.42,44.12,24.2,99.22,87.95,39.17,36.8,85.2,18.58,93.77,26.32,43.71,27.52,15.51,16.92,43.59,307.58,44.63,259.49,80.16
2025-08-04,11.77,91.49,73.56,113.11,78.59,16.48,24.13,26.59,66.61,106.6,26.21,179.62,18.38,33.07,32.68,122.75,565.29,81.59,100.41,39.07,110.14,25.43,162.6,183.12,4.45,631.77,18.35,101.47,17.04,45.07,24.24,103.42,87.85,39.0,36.9,88.0,18.55,96.48,26.55,43.63,27.59,15.54,16.81,41.63,310.86,42.64,263.24,80.51
