Date,BITF,BITO,COIN,MARA,MSTR,RIOT,UVXY
2024-12-06,2.14,24.71,310.52,23.855,365.34,11.21,19.26
2024-12-09,2.01,24.81,302.42,22.805,377.32,11.1,19.25
2024-12-10,2.07,26.09,313.81,23.27,411.4,11.77,18.87
2024-12-11,2.02,25.68,312.96,22.58,392.19,12.33,19.08
2024-12-12,1.93,26.09,310.58,22.73,408.67,12.99,19.08
2024-12-13,2.1,27.19,315.31,24.56,408.5,14.03,19.68
2024-12-16,2.07,27.42,311.64,24.6,386.42,13.97,20.31
2024-12-17,1.82,25.8,279.86,21.61,349.64,11.95,25.24
2024-12-18,1.69,24.72,273.92,20.37,326.46,11.19,28.77
2024-12-19,1.68,24.72,278.71,19.96,364.2,11.55,22.42
2024-12-20,1.59,22.74,268.15,19.25,332.23,10.8,20.21
2024-12-23,1.69,24.25,279.62,20.15,358.18,11.67,18.58
2024-12-24,1.66,23.33,274.41,19.3,341.05,11.55,18.59
2024-12-26,1.63,23.06,265.71,18.44,330.0,10.99,19.92
2024-12-27,1.54,22.99,255.56,17.29,302.96,10.5,20.53
2024-12-30,1.49,22.78,248.3,16.77,289.62,10.21,20.72
2024-12-31,1.61,23.74,257.21,17.21,300.01,10.46,21.4
2025-01-02,1.72,24.0,270.65,19.64,339.66,12.34,19.59
2025-01-03,1.76,24.93,287.76,20.55,379.09,12.89,19.51
2025-01-06,1.69,23.44,264.33,19.07,341.425,12.41,21.24
2025-01-07,1.62,22.84,260.01,18.34,331.7,12.02,21.03
2025-01-08,1.61,23.05,258.78,17.86,327.91,12.0,23.1
2025-01-10,1.56,22.74,251.2,17.19,328.4,11.77,22.46
2025-01-13,1.57,23.44,255.37,17.36,342.17,12.24,21.8
2025-01-14,1.67,24.22,274.93,18.15,360.62,13.46,19.15
2025-01-15,1.64,24.41,281.63,18.3,367.0,13.29,19.07
2025-01-16,1.68,25.49,295.48,19.91,396.5,13.39,19.31
2025-01-17,1.67,25.81,294.19,19.56,389.1,12.74,18.15
2025-01-21,1.66,25.32,295.85,19.69,377.31,13.14,18.52
2025-01-22,1.61,25.03,296.01,19.95,373.12,12.99,18.03
2025-01-23,1.63,25.44,298.0,19.99,353.67,13.54,17.82
2025-01-24,1.4,24.55,277.99,18.285,347.92,11.45,19.71
2025-01-27,1.4,24.54,281.82,18.26,335.93,10.95,18.61
2025-01-28,1.44,25.31,291.0,18.42,341.25,11.22,18.52
2025-01-29,1.5,25.46,301.3,19.18,340.09,11.9,18.4
2025-01-30,1.45,24.59,291.33,18.34,334.79,11.88,19.37
2025-01-31,1.4,23.59,284.41,17.95,347.09,11.99,19.94
2025-02-03,1.48,23.0,280.39,17.65,348.31,12.29,19.1
2025-02-04,1.41,22.7,275.14,17.03,336.7,11.74,18.46
2025-02-05,1.41,22.55,270.37,16.8,325.46,11.61,18.27
2025-02-06,1.42,22.28,274.49,16.77,327.56,11.64,19.19
2025-02-07,1.39,22.66,280.22,16.76,334.62,11.63,18.49
2025-02-10,1.31,22.14,266.9,16.02,319.46,11.14,18.57
2025-02-11,1.36,22.56,274.9,16.24,326.82,11.16,18.45
2025-02-12,1.4,22.38,298.11,16.91,324.92,12.23,17.99
2025-02-13,1.42,22.62,274.31,16.9,337.73,12.27,17.87
2025-02-14,1.4,21.85,264.63,16.05,333.97,11.56,17.74
2025-02-18,1.41,22.32,258.67,15.78,318.67,11.56,17.46
2025-02-19,1.39,22.88,256.59,15.95,323.92,11.6,17.55
2025-02-20,1.32,21.96,235.38,14.66,299.69,10.46,19.4
2025-02-21,1.24,21.81,227.07,13.89,282.76,9.99,19.57
2025-02-24,1.13,20.42,212.49,12.415,250.51,9.32,19.74
2025-02-25,1.13,19.57,212.96,12.45,263.27,8.94,19.19
2025-02-26,1.09,19.33,208.37,13.13,240.05,8.66,20.82
2025-02-27,1.16,19.54,215.62,13.92,255.43,9.28,20.11
2025-02-28,1.1,19.21,205.75,13.79,250.92,8.86,22.78
2025-03-03,1.14,19.38,212.55,13.97,275.15,8.41,23.57
2025-03-04,1.18,20.19,222.45,15.12,308.55,8.88,22.0
2025-03-05,1.12,19.87,214.17,15.09,304.11,8.115,25.5
2025-03-06,1.24,19.39,217.45,16.02,287.18,8.37,23.86
2025-03-07,1.11,17.57,179.23,13.41,239.27,7.56,27.75
2025-03-10,1.14,18.49,191.69,13.32,260.59,7.72,27.61
2025-03-11,1.15,18.48,191.73,13.11,262.55,7.85,25.63
2025-03-12,1.09,17.85,177.49,12.16,263.26,7.31,27.13
2025-03-13,1.11,18.87,183.12,13.18,297.49,7.82,23.79
2025-03-14,1.1,18.83,188.96,12.97,294.27,7.76,22.38
2025-03-17,1.01,18.33,181.14,12.07,283.19,7.4,23.25
2025-03-18,1.08,19.04,189.75,12.53,304.23,7.78,22.12
2025-03-19,1.04,18.74,190.38,12.5,302.07,7.76,21.6
2025-03-20,1.01,18.69,189.86,12.38,304.0,7.95,21.56
2025-03-21,1.1,19.65,203.04,14.61,335.72,8.72,19.39
2025-03-24,1.06,19.63,204.23,14.25,341.81,8.51,19.67
2025-03-25,0.9872,19.26,193.95,13.79,329.31,7.9,20.57
2025-03-26,0.9531,19.38,188.58,13.64,324.59,7.77,20.82
2025-03-27,0.8427,18.66,173.93,12.47,289.41,7.41,23.37
2025-03-28,0.7882,18.32,172.23,11.5,288.27,7.12,23.43
2025-03-31,0.8082,18.49,174.52,11.84,306.02,7.54,23.5
2025-04-01,0.858,18.93,182.95,12.42,312.54,8.02,22.55
2025-04-02,0.8211,17.83,170.76,11.23,282.28,7.3,30.88
2025-04-03,0.7682,18.31,160.55,11.3,293.61,7.14,39.79
2025-04-04,0.7542,17.0,157.28,11.26,268.14,7.11,39.75
2025-04-07,0.6843,16.69,151.47,10.52,237.95,6.54,47.69
2025-04-08,0.8461,17.94,177.09,12.31,296.86,7.375,32.61
2025-04-09,0.7717,17.31,169.62,11.74,272.34,6.79,41.8
2025-04-10,0.7978,18.27,175.5,12.51,299.98,7.06,40.46
2025-04-11,0.815,18.51,176.58,12.95,311.45,7.01,33.33
2025-04-14,0.7921,18.29,175.57,12.58,310.72,6.55,33.01
2025-04-15,0.8272,18.35,172.21,12.32,311.66,6.36,36.97
2025-04-16,0.8357,18.51,175.03,12.66,317.2,6.46,35.46
2025-04-17,0.8349,19.04,175.0,12.29,317.76,6.29,38.75
2025-04-21,0.9424,19.92,190.0,14.06,343.03,7.12,35.22
2025-04-22,1.0,20.34,194.8,14.13,345.73,7.5,32.94
2025-04-23,1.02,20.39,203.87,14.01,350.34,7.79,31.22
2025-04-24,1.03,20.75,209.64,14.3,368.71,7.77,29.49
2025-04-25,1.02,20.61,205.27,14.01,369.25,7.63,29.68
2025-04-28,0.9976,20.72,206.13,14.22,381.45,7.42,29.15
2025-04-29,0.9989,20.43,202.89,13.37,380.11,7.24,30.26
2025-04-30,1.03,20.42,201.3,14.05,381.6,7.77,29.54
2025-05-01,1.02,20.47,204.93,14.48,394.37,8.39,27.71
2025-05-02,0.968,19.89,199.4,13.09,386.53,7.9,28.48
2025-05-05,0.9817,20.05,196.89,13.15,385.6,7.86,30.14
2025-05-06,1.02,20.32,196.56,13.33,392.48,7.84,28.95
2025-05-07,1.06,21.4,206.5,14.29,414.38,8.44,27.34
2025-05-08,1.08,21.79,199.32,15.76,416.03,8.48,26.99
2025-05-09,1.09,21.46,207.22,15.95,404.9,8.7,21.71
2025-05-12,1.16,22.13,256.9,16.37,421.61,9.06,21.5
2025-05-13,1.09,21.78,263.41,15.87,416.75,8.91,22.14
2025-05-14,1.07,21.77,244.44,15.68,397.03,8.7,21.63
2025-05-15,1.15,21.97,266.46,16.21,399.8,9.15,21.51
2025-05-16,1.15,22.25,263.99,16.32,413.42,8.97,21.83
2025-05-19,1.12,22.58,261.38,16.19,416.92,8.93,21.54
2025-05-20,1.08,22.9,258.99,15.84,402.69,8.84,23.79
2025-05-21,1.09,23.43,271.95,15.65,399.46,8.94,23.47
2025-05-22,1.05,22.89,263.16,14.73,369.51,8.55,25.85
2025-05-23,1.07,23.17,266.4,16.44,372.2,9.14,21.95
2025-05-27,0.9816,22.52,254.29,14.86,364.25,8.38,22.36
2025-05-28,0.936,22.24,248.84,14.61,370.63,8.18,22.33
2025-05-29,0.9209,22.01,246.62,14.12,369.06,8.07,22.59
2025-05-30,0.9162,20.95,246.72,14.36,372.27,8.48,22.13
2025-06-02,0.9201,21.31,258.91,15.33,387.43,9.03,21.47
2025-06-03,0.9319,21.06,256.0,15.67,378.1,9.5,21.34
2025-06-04,0.86,20.43,244.2,14.88,368.79,8.99,21.99
2025-06-05,0.8971,20.92,251.27,15.78,374.47,9.85,20.65
2025-06-06,0.9238,21.79,256.63,16.27,392.12,10.12,20.31
2025-06-09,0.9598,21.97,254.94,16.49,391.18,10.45,20.19
2025-06-10,0.8958,21.8,250.68,16.35,387.11,10.55,20.4
2025-06-11,0.87,21.4,241.05,15.82,379.76,10.21,20.75
2025-06-12,0.8385,21.06,242.71,15.04,382.87,9.72,23.22
2025-06-13,0.85,21.77,261.57,15.32,382.25,10.17,20.79
2025-06-16,0.8034,20.97,253.85,14.67,375.18,9.66,22.53
2025-06-17,0.795,20.78,295.29,14.49,369.03,9.94,21.68
2025-06-18,0.7764,20.67,308.38,14.32,369.7,9.56,22.1
2025-06-20,0.7473,20.66,307.59,14.18,367.18,9.27,21.6
2025-06-23,0.7999,21.15,344.82,14.88,377.02,10.02,19.46
2025-06-24,0.8016,21.56,355.37,14.98,388.67,10.0,19.08
2025-06-25,0.7959,21.54,375.07,15.27,386.44,10.51,18.87
2025-06-26,0.7462,21.37,353.43,15.03,383.88,10.55,18.91
2025-06-27,0.8402,21.51,350.49,15.68,404.23,11.3,18.75
2025-06-30,0.8442,20.27,335.33,15.7,373.3,11.27,18.72
2025-07-01,1.01,21.13,354.45,17.8,402.28,12.2,18.65
2025-07-02,1.02,21.07,355.8,17.66,403.99,12.17,18.45
2025-07-03,1.03,20.79,357.1,16.75,395.67,11.55,18.67
2025-07-07,1.03,20.93,354.82,17.52,396.94,11.57,18.04
2025-07-08,1.03,21.51,373.85,18.46,415.41,12.24,17.14
2025-07-09,1.07,21.82,388.96,19.0,421.74,12.59,16.9
2025-07-10,1.07,22.72,387.06,19.14,434.58,12.42,17.03
2025-07-11,1.08,23.05,394.01,19.21,451.02,12.51,17.42
2025-07-14,1.02,22.39,388.02,18.76,442.31,12.1,17.26
2025-07-15,1.04,22.93,398.2,19.44,455.9,12.57,17.44
2025-07-16,1.08,22.87,410.75,19.97,451.34,13.33,17.37
2025-07-17,1.04,22.54,419.78,19.51,423.22,13.86,16.98
2025-07-18,1.13,22.44,413.63,18.83,426.28,14.02,16.79
2025-07-21,1.32,22.93,404.44,19.88,426.4,14.27,16.72
2025-07-22,1.27,22.76,397.81,17.57,412.67,14.34,15.71
2025-07-23,1.23,22.85,396.7,17.26,414.92,14.69,15.62
2025-07-24,1.23,22.45,391.66,17.25,405.89,14.54,15.43
2025-07-25,1.28,22.67,379.49,17.16,403.8,14.51,14.79
2025-07-28,1.24,22.55,371.44,16.61,394.66,13.6,15.3
2025-07-29,1.2,22.42,377.48,16.55,395.04,13.52,15.42
2025-07-30,1.26,22.4,377.76,16.08,401.86,13.41,15.44
2025-07-31,1.16,20.5,314.69,15.5,366.63,11.03,17.39
2025-08-01,1.2,20.79,318.17,16.04,389.24,11.42,15.6
2025-08-04,1.23,20.6,297.99,15.62,375.46,11.13,15.86
